block_number,slot,block_datetime_utc,block_timestamp_unix,age_raw,age_seconds_at_scrape,blobs_count,blobs_percent,txn_count,fee_recipient,gas_used,gas_used_percent,gas_limit,base_fee_gwei,reward_eth,burnt_fees_eth,burnt_fees_percent,source_page,source_row,source_url,scraped_at_utc
24886775,14120905,2026-04-15T17:41:23+00:00,1776274883,8 hrs ago,28800,5,24,368,Titan Builder,33905772,56.51,60000000,0.145,0.01398,0.004919,26.02,25,37,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886776,14120906,2026-04-15T17:41:35+00:00,1776274895,8 hrs ago,28800,1,5,220,quasarbuilder,17842562,29.74,60000000,0.147,0.00702,0.002631,27.23,25,36,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886777,14120907,2026-04-15T17:41:47+00:00,1776274907,8 hrs ago,28800,6,29,250,Titan Builder,24258206,40.43,60000000,0.139,0.01436,0.003396,19.12,25,35,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886778,14120908,2026-04-15T17:41:59+00:00,1776274919,8 hrs ago,28800,1,5,740,beaverbuild,44103348,73.51,60000000,0.136,0.01444,0.006026,29.43,25,34,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886779,14120909,2026-04-15T17:42:11+00:00,1776274931,8 hrs ago,28800,2,10,127,Titan Builder,16037505,26.73,60000000,0.144,0.01039,0.00232,18.24,25,33,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886780,14120910,2026-04-15T17:42:23+00:00,1776274943,8 hrs ago,28800,5,24,85,Titan Builder,13294805,22.18,59941408,0.136,0.00953,0.001811,15.96,25,32,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886781,14120911,2026-04-15T17:42:35+00:00,1776274955,8 hrs ago,28800,10,48,926,Titan Builder,58881073,98.14,59999943,0.126,0.01816,0.007464,29.12,25,31,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886782,14120912,2026-04-15T17:42:47+00:00,1776274967,8 hrs ago,28800,1,5,521,stakefish: Fee Recipient,23946713,39.91,60000000,0.142,0.00364,0.003401,48.26,25,30,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886783,14120913,2026-04-15T17:42:59+00:00,1776274979,8 hrs ago,28800,5,24,246,Titan Builder,27792990,46.32,60000000,0.138,0.01944,0.003848,16.52,25,29,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886784,14120914,2026-04-15T17:43:11+00:00,1776274991,8 hrs ago,28800,3,14,95,Titan Builder,15924859,26.54,60000000,0.137,0.02456,0.002184,8.17,25,28,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886785,14120915,2026-04-15T17:43:23+00:00,1776275003,8 hrs ago,28800,6,29,657,Titan Builder,58016082,96.69,60000000,0.129,0.01729,0.007491,30.22,25,27,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886786,14120916,2026-04-15T17:43:35+00:00,1776275015,8 hrs ago,28800,3,14,304,Titan Builder,33157670,55.26,60000000,0.144,0.01109,0.004781,30.12,25,26,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886787,14120917,2026-04-15T17:43:47+00:00,1776275027,8 hrs ago,28800,9,43,161,Titan Builder,22327978,37.21,60000000,0.146,0.01341,0.003262,19.56,25,25,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886788,14120918,2026-04-15T17:43:59+00:00,1776275039,8 hrs ago,28800,1,5,407,BuilderNet,35824196,59.71,60000000,0.141,0.01266,0.005066,28.57,25,24,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886789,14120919,2026-04-15T17:44:11+00:00,1776275051,8 hrs ago,28800,1,5,250,quasarbuilder,23158800,38.6,60000000,0.144,0.0064,0.003355,34.36,25,23,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886790,14120920,2026-04-15T17:44:23+00:00,1776275063,8 hrs ago,28800,6,29,250,Titan Builder,30025449,50.04,60000000,0.14,0.02072,0.004225,16.93,25,22,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886791,14120921,2026-04-15T17:44:35+00:00,1776275075,8 hrs ago,28800,0,0,244,Titan Builder,28260354,47.1,60000000,0.14,0.01615,0.003977,19.75,25,21,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886792,14120922,2026-04-15T17:44:47+00:00,1776275087,8 hrs ago,28800,0,0,177,quasarbuilder,12060076,20.1,60000000,0.139,0.00294,0.001685,36.41,25,20,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886793,14120923,2026-04-15T17:44:59+00:00,1776275099,8 hrs ago,28800,0,0,310,quasarbuilder,25728608,42.88,60000000,0.129,0.00925,0.003326,26.43,25,19,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886794,14120924,2026-04-15T17:45:11+00:00,1776275111,8 hrs ago,28800,13,62,288,Titan Builder,30965123,51.61,60000000,0.126,0.01008,0.003932,28.05,25,18,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886795,14120925,2026-04-15T17:45:23+00:00,1776275123,8 hrs ago,28800,1,5,136,Titan Builder,15349375,25.58,60000000,0.127,0.00892,0.001957,17.98,25,17,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886796,14120926,2026-04-15T17:45:35+00:00,1776275135,8 hrs ago,28800,0,0,305,BuilderNet,27066981,45.16,59941408,0.119,0.01135,0.00324,22.2,25,16,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886797,14120927,2026-04-15T17:45:47+00:00,1776275147,8 hrs ago,28800,1,5,469,BuilderNet,43369368,72.28,59999943,0.118,0.01204,0.005128,29.87,25,15,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886798,14120928,2026-04-15T17:45:59+00:00,1776275159,8 hrs ago,28800,5,24,224,Titan Builder,17388852,28.98,60000000,0.124,0.00944,0.002171,18.69,25,14,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886799,14120929,2026-04-15T17:46:11+00:00,1776275171,8 hrs ago,28800,1,5,65,quasarbuilder,4259335,7.1,60000000,0.118,0.00407,0.000504,10.99,25,13,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886800,14120930,2026-04-15T17:46:23+00:00,1776275183,8 hrs ago,28800,2,10,483,Titan Builder,38630663,64.38,60000000,0.105,0.01411,0.004079,22.42,25,12,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886801,14120931,2026-04-15T17:46:35+00:00,1776275195,8 hrs ago,28800,0,0,312,quasarbuilder,18507371,30.85,60000000,0.109,0.00328,0.002025,38.15,25,11,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886802,14120932,2026-04-15T17:46:47+00:00,1776275207,8 hrs ago,28800,7,33,410,Titan Builder,34120510,56.87,60000000,0.104,0.01679,0.003554,17.46,25,10,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886803,14120933,2026-04-15T17:46:59+00:00,1776275219,8 hrs ago,28800,6,29,171,Titan Builder,21534685,35.89,60000000,0.105,0.02338,0.002281,8.89,25,9,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886804,14120934,2026-04-15T17:47:11+00:00,1776275231,8 hrs ago,28800,3,14,388,quasarbuilder,33962782,56.6,60000000,0.102,0.00818,0.003471,29.78,25,8,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886805,14120935,2026-04-15T17:47:23+00:00,1776275243,8 hrs ago,28800,4,19,140,Titan Builder,20125764,33.54,60000000,0.103,0.02688,0.002091,7.22,25,7,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886806,14120936,2026-04-15T17:47:35+00:00,1776275255,8 hrs ago,28800,1,5,554,BuilderNet,55829656,93.05,60000000,0.099,0.01284,0.005562,30.21,25,6,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886807,14120937,2026-04-15T17:47:47+00:00,1776275267,8 hrs ago,28800,0,0,108,quasarbuilder,17730323,29.55,60000000,0.11,0.00275,0.001956,41.51,25,5,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886808,14120938,2026-04-15T17:47:59+00:00,1776275279,8 hrs ago,28800,11,52,291,quasarbuilder,31444513,52.41,60000000,0.104,0.01352,0.003292,19.57,25,4,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886809,14120939,2026-04-15T17:48:11+00:00,1776275291,8 hrs ago,28800,0,0,398,Titan Builder,40112437,66.85,60000000,0.105,0.01409,0.004225,23.06,25,3,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886810,14120940,2026-04-15T17:48:23+00:00,1776275303,8 hrs ago,28800,1,5,257,BuilderNet,23181506,38.64,60000000,0.109,0.00712,0.002544,26.32,25,2,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886811,14120941,2026-04-15T17:48:35+00:00,1776275315,8 hrs ago,28800,0,0,306,Titan Builder,22646708,37.74,60000000,0.106,0.01062,0.002415,18.52,25,1,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00
24886812,14120942,2026-04-15T17:48:47+00:00,1776275327,8 hrs ago,28800,6,29,241,Titan Builder,25834513,43.06,60000000,0.103,0.05175,0.002671,4.91,24,100,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886813,14120943,2026-04-15T17:48:59+00:00,1776275339,8 hrs ago,28800,1,5,238,Titan Builder,25621079,42.7,60000000,0.101,0.01107,0.002603,19.03,24,99,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886814,14120944,2026-04-15T17:49:11+00:00,1776275351,8 hrs ago,28800,6,29,164,quasarbuilder,22048238,36.75,60000000,0.099,0.00982,0.002199,18.28,24,98,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886815,14120945,2026-04-15T17:49:23+00:00,1776275363,8 hrs ago,28800,0,0,403,BuilderNet,33013830,55.02,60000000,0.096,0.01198,0.003183,20.98,24,97,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886816,14120946,2026-04-15T17:49:35+00:00,1776275375,8 hrs ago,28800,5,24,244,BuilderNet,28295689,47.16,60000000,0.097,0.01123,0.002763,19.73,24,96,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886817,14120947,2026-04-15T17:49:47+00:00,1776275387,8 hrs ago,28800,1,5,249,BuilderNet,30864029,51.49,59941408,0.096,0.014,0.002992,17.6,24,95,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886818,14120948,2026-04-15T17:49:59+00:00,1776275399,8 hrs ago,28800,1,5,387,Lido: Execution Layer Rewards Vault,16579721,27.63,59999943,0.097,0.0025,0.001613,39.17,24,94,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886819,14120949,2026-04-15T17:50:11+00:00,1776275411,8 hrs ago,28800,1,5,495,BuilderNet,57820159,96.37,60000000,0.091,0.02162,0.005312,19.72,24,93,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886820,14120950,2026-04-15T17:50:23+00:00,1776275423,8 hrs ago,28800,3,14,263,quasarbuilder,24055287,40.13,59941408,0.102,0.00901,0.002466,21.49,24,92,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886821,14120951,2026-04-15T17:50:35+00:00,1776275435,8 hrs ago,28800,10,48,355,BuilderNet,28296819,47.25,59882873,0.099,0.01621,0.002829,14.86,24,91,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886822,14120952,2026-04-15T17:50:47+00:00,1776275447,8 hrs ago,28800,0,0,284,beaverbuild,28709413,47.9,59941351,0.099,0.01545,0.002851,15.58,24,90,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886823,14120953,2026-04-15T17:50:59+00:00,1776275459,7 hrs ago,25200,10,48,248,Titan Builder,42343655,70.57,59999886,0.098,0.014,0.004182,22.99,24,89,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886824,14120954,2026-04-15T17:51:11+00:00,1776275471,7 hrs ago,25200,3,14,297,BuilderNet,26175315,43.63,60000000,0.103,0.01371,0.002718,16.54,24,88,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886825,14120955,2026-04-15T17:51:23+00:00,1776275483,7 hrs ago,25200,6,29,115,Titan Builder,13550984,22.58,60000000,0.102,0.01005,0.001385,12.11,24,87,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886826,14120956,2026-04-15T17:51:35+00:00,1776275495,7 hrs ago,25200,0,0,438,BuilderNet,38749167,64.58,60000000,0.095,0.00806,0.003689,31.37,24,86,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886827,14120957,2026-04-15T17:51:47+00:00,1776275507,7 hrs ago,25200,0,0,244,BuilderNet,27928768,46.55,60000000,0.098,0.00761,0.002756,26.58,24,85,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886828,14120958,2026-04-15T17:51:59+00:00,1776275519,7 hrs ago,25200,6,29,239,Titan Builder,23973570,39.96,60000000,0.097,0.00812,0.002345,22.4,24,84,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886829,14120959,2026-04-15T17:52:11+00:00,1776275531,7 hrs ago,25200,5,24,109,0x7239B838...40bC812b8,8372831,13.97,59941408,0.095,0.00346,0.000798,18.74,24,83,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886830,14120960,2026-04-15T17:52:23+00:00,1776275543,7 hrs ago,25200,0,0,378,Titan Builder,48403607,80.67,59999943,0.086,0.0114,0.0042,26.92,24,82,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886831,14120961,2026-04-15T17:52:35+00:00,1776275555,7 hrs ago,25200,9,43,210,quasarbuilder,25469234,42.45,60000000,0.093,0.00561,0.002379,29.78,24,81,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886832,14120962,2026-04-15T17:52:47+00:00,1776275567,7 hrs ago,25200,4,19,362,Titan Builder,31673647,52.79,60000000,0.091,0.0187,0.002903,13.44,24,80,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886833,14120963,2026-04-15T17:52:59+00:00,1776275579,7 hrs ago,25200,6,29,297,BuilderNet,31284610,52.14,60000000,0.092,0.02923,0.002887,8.99,24,79,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886834,14120964,2026-04-15T17:53:11+00:00,1776275591,7 hrs ago,25200,0,0,256,Titan Builder,21628234,36.05,60000000,0.092,0.01134,0.002007,15.03,24,78,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886835,14120965,2026-04-15T17:53:23+00:00,1776275603,7 hrs ago,25200,5,24,216,Titan Builder,22967380,38.32,59941408,0.089,0.01459,0.002057,12.35,24,77,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886836,14120966,2026-04-15T17:53:35+00:00,1776275615,7 hrs ago,25200,0,0,274,Lido: Execution Layer Rewards Vault,16389152,27.32,59999943,0.086,0.00332,0.001425,30.01,24,76,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886837,14120967,2026-04-15T17:53:47+00:00,1776275627,7 hrs ago,25200,0,0,380,BuilderNet,54310989,90.52,60000000,0.082,0.01542,0.004454,22.41,24,75,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886838,14120968,2026-04-15T17:53:59+00:00,1776275639,7 hrs ago,25200,15,71,144,Titan Builder,16663497,27.77,60000000,0.09,0.01259,0.001505,10.67,24,74,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886839,14120969,2026-04-15T17:54:11+00:00,1776275651,7 hrs ago,25200,4,19,267,BuilderNet,33580878,55.97,60000000,0.085,0.01487,0.002864,16.15,24,73,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886840,14120970,2026-04-15T17:54:23+00:00,1776275663,7 hrs ago,25200,6,29,291,Titan Builder,22599189,37.67,60000000,0.086,0.00793,0.001956,19.77,24,72,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886841,14120971,2026-04-15T17:54:35+00:00,1776275675,7 hrs ago,25200,12,57,284,Titan Builder,28312364,47.23,59941408,0.083,0.01058,0.002375,18.33,24,71,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886842,14120972,2026-04-15T17:54:47+00:00,1776275687,7 hrs ago,25200,0,0,296,Titan Builder,34072875,56.9,59882873,0.083,0.01271,0.002839,18.25,24,70,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886843,14120973,2026-04-15T17:54:59+00:00,1776275699,7 hrs ago,25200,0,0,386,BuilderNet,25921666,43.25,59941351,0.084,0.00872,0.002197,20.12,24,69,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886844,14120974,2026-04-15T17:55:11+00:00,1776275711,7 hrs ago,25200,2,10,341,BuilderNet,27887836,46.48,59999886,0.083,0.00817,0.002324,22.13,24,68,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886845,14120975,2026-04-15T17:55:23+00:00,1776275723,7 hrs ago,25200,8,38,238,quasarbuilder,16007119,26.68,60000000,0.082,0.00783,0.001322,14.44,24,67,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886846,14120976,2026-04-15T17:55:35+00:00,1776275735,7 hrs ago,25200,1,5,237,Titan Builder,37440767,62.4,60000000,0.077,0.0113,0.002912,20.49,24,66,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886847,14120977,2026-04-15T17:55:47+00:00,1776275747,7 hrs ago,25200,3,14,168,Titan Builder,22234411,37.09,59941408,0.08,0.0089,0.001783,16.69,24,65,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886848,14120978,2026-04-15T17:55:59+00:00,1776275759,7 hrs ago,25200,0,0,252,Lido: Execution Layer Rewards Vault,13295828,22.16,59999943,0.077,0.00196,0.001032,34.42,24,64,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886849,14120979,2026-04-15T17:56:11+00:00,1776275771,7 hrs ago,25200,6,29,604,BuilderNet,47151161,78.59,60000000,0.072,0.01708,0.003404,16.61,24,63,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886850,14120980,2026-04-15T17:56:23+00:00,1776275783,7 hrs ago,25200,6,29,231,Titan Builder,22193084,36.99,60000000,0.077,0.0157,0.001717,9.85,24,62,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886851,14120981,2026-04-15T17:56:35+00:00,1776275795,7 hrs ago,25200,1,5,186,quasarbuilder,16789519,27.98,60000000,0.074,0.00434,0.001257,22.44,24,61,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886852,14120982,2026-04-15T17:56:47+00:00,1776275807,7 hrs ago,25200,3,14,264,quasarbuilder,20624746,34.41,59941408,0.07,0.0055,0.001459,20.96,24,60,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886853,14120983,2026-04-15T17:56:59+00:00,1776275819,7 hrs ago,25200,6,29,304,BuilderNet,29598598,49.33,59999943,0.067,0.00869,0.002012,18.78,24,59,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886854,14120984,2026-04-15T17:57:11+00:00,1776275831,7 hrs ago,25200,1,5,287,Titan Builder,23866442,39.78,60000000,0.067,0.00917,0.001619,15,24,58,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886855,14120985,2026-04-15T17:57:23+00:00,1776275843,7 hrs ago,25200,5,24,240,Titan Builder,22753916,37.92,60000000,0.066,0.00705,0.001504,17.58,24,57,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886856,14120986,2026-04-15T17:57:35+00:00,1776275855,7 hrs ago,25200,5,24,374,BuilderNet,34868913,58.11,60000000,0.064,0.00913,0.002236,19.66,24,56,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886857,14120987,2026-04-15T17:57:47+00:00,1776275867,7 hrs ago,25200,0,0,214,quasarbuilder,19211029,32.02,60000000,0.065,0.00656,0.001257,16.07,24,55,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886858,14120988,2026-04-15T17:57:59+00:00,1776275879,7 hrs ago,25200,0,0,298,beaverbuild,18982340,31.64,60000000,0.062,0.01176,0.001186,9.16,24,54,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886859,14120989,2026-04-15T17:58:11+00:00,1776275891,7 hrs ago,25200,12,57,227,Titan Builder,13934633,23.25,59941408,0.059,0.00948,0.000831,8.05,24,53,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886860,14120990,2026-04-15T17:58:23+00:00,1776275903,7 hrs ago,25200,2,10,240,0x954E078b...c0653fCB3,17964406,29.94,59999943,0.055,0.00216,0.000999,31.61,24,52,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886861,14120991,2026-04-15T17:58:35+00:00,1776275915,7 hrs ago,25200,1,5,513,Titan Builder,57754411,96.26,60000000,0.052,0.01685,0.003052,15.33,24,51,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886862,14120992,2026-04-15T17:58:47+00:00,1776275927,7 hrs ago,25200,5,24,274,MEV Builder: 0x6adb...200,20214224,33.72,59941408,0.058,0.00425,0.001192,21.89,24,50,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886863,14120993,2026-04-15T17:58:59+00:00,1776275939,7 hrs ago,25200,0,0,288,Titan Builder,23991415,39.99,59999943,0.056,0.01321,0.001357,9.31,24,49,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886864,14120994,2026-04-15T17:59:11+00:00,1776275951,7 hrs ago,25200,8,38,180,0x954E078b...c0653fCB3,12706635,21.18,60000000,0.055,0.00411,0.000701,14.55,24,48,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886865,14120995,2026-04-15T17:59:23+00:00,1776275963,7 hrs ago,25200,0,0,337,quasarbuilder,38502540,64.17,60000000,0.051,0.0101,0.00197,16.31,24,47,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886866,14120996,2026-04-15T17:59:35+00:00,1776275975,7 hrs ago,25200,6,29,285,Titan Builder,29943220,49.91,60000000,0.052,0.00903,0.001586,14.93,24,46,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886867,14120997,2026-04-15T17:59:47+00:00,1776275987,7 hrs ago,25200,1,5,312,quasarbuilder,31972903,53.29,60000000,0.052,0.00398,0.001693,29.8,24,45,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886868,14120998,2026-04-15T17:59:59+00:00,1776275999,7 hrs ago,25200,1,5,524,quasarbuilder,29856868,49.76,60000000,0.053,0.00984,0.001594,13.93,24,44,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886869,14120999,2026-04-15T18:00:11+00:00,1776276011,7 hrs ago,25200,3,14,212,quasarbuilder,22733098,37.89,60000000,0.053,0.00949,0.001213,11.33,24,43,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886870,14121000,2026-04-15T18:00:23+00:00,1776276023,7 hrs ago,25200,6,29,494,Titan Builder,39170825,65.28,60000000,0.051,0.01025,0.002027,16.5,24,42,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886871,14121001,2026-04-15T18:00:35+00:00,1776276035,7 hrs ago,25200,0,0,341,Titan Builder,35653734,59.42,60000000,0.053,0.01369,0.001916,12.27,24,41,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886872,14121002,2026-04-15T18:00:47+00:00,1776276047,7 hrs ago,25200,1,5,283,Titan Builder,27402924,45.67,60000000,0.054,0.00818,0.001507,15.55,24,40,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886873,14121003,2026-04-15T18:00:59+00:00,1776276059,7 hrs ago,25200,4,19,276,Titan Builder,25768060,42.95,60000000,0.054,0.01038,0.001402,11.89,24,39,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886874,14121004,2026-04-15T18:01:11+00:00,1776276071,7 hrs ago,25200,5,24,505,BuilderNet,37232669,62.05,60000000,0.053,0.01145,0.00199,14.8,24,38,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886875,14121005,2026-04-15T18:01:23+00:00,1776276083,7 hrs ago,25200,0,0,326,BuilderNet,24775457,41.29,60000000,0.055,0.00861,0.001364,13.66,24,37,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886876,14121006,2026-04-15T18:01:35+00:00,1776276095,7 hrs ago,25200,0,0,189,Titan Builder,34072263,56.79,60000000,0.053,0.00965,0.001835,15.97,24,36,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886877,14121007,2026-04-15T18:01:47+00:00,1776276107,7 hrs ago,25200,1,5,368,MEV Builder: 0x6adb...200,26903156,44.84,60000000,0.054,0.00779,0.001473,15.9,24,35,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886878,14121008,2026-04-15T18:01:59+00:00,1776276119,7 hrs ago,25200,8,38,330,quasarbuilder,23913369,39.86,60000000,0.054,0.01006,0.001293,11.38,24,34,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886879,14121009,2026-04-15T18:02:11+00:00,1776276131,7 hrs ago,25200,2,10,382,Titan Builder,38397701,64,60000000,0.052,0.01659,0.002023,10.86,24,33,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886880,14121010,2026-04-15T18:02:23+00:00,1776276143,7 hrs ago,25200,0,0,284,Titan Builder,35071908,58.45,60000000,0.054,0.16024,0.001912,1.18,24,32,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886881,14121011,2026-04-15T18:02:35+00:00,1776276155,7 hrs ago,25200,3,14,221,BuilderNet,28182462,46.97,60000000,0.055,0.01321,0.001569,10.62,24,31,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
24886882,14121012,2026-04-15T18:02:47+00:00,1776276167,7 hrs ago,25200,5,24,290,Titan Builder,26566839,44.28,60000000,0.055,0.01207,0.001468,10.84,24,30,https://etherscan.io/blocks?ps=100&p=24,2026-04-16T01:50:49+00:00
