block_number,slot,block_datetime_utc,block_timestamp_unix,age_raw,age_seconds_at_scrape,blobs_count,blobs_percent,txn_count,fee_recipient,gas_used,gas_used_percent,gas_limit,base_fee_gwei,reward_eth,burnt_fees_eth,burnt_fees_percent,source_page,source_row,source_url,scraped_at_utc
24884769,14118893,2026-04-15T10:58:59+00:00,1776250739,14 hrs ago,50400,0,0,259,Titan Builder,36742151,61.24,59999943,0.041,0.00913,0.001533,14.37,45,44,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884770,14118894,2026-04-15T10:59:11+00:00,1776250751,14 hrs ago,50400,0,0,77,Titan Builder,11218090,18.7,60000000,0.042,0.00457,0.000481,9.51,45,43,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884771,14118895,2026-04-15T10:59:23+00:00,1776250763,14 hrs ago,50400,6,29,254,Titan Builder,58316259,97.29,59941408,0.039,0.01339,0.002306,14.69,45,42,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884772,14118896,2026-04-15T10:59:35+00:00,1776250775,14 hrs ago,50400,6,29,256,Titan Builder,26125227,43.54,59999943,0.044,0.01166,0.001155,9.01,45,41,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884773,14118897,2026-04-15T10:59:47+00:00,1776250787,14 hrs ago,50400,0,0,29,quasarbuilder,3110105,5.18,60000000,0.043,0.00252,0.000135,5.08,45,40,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884774,14118898,2026-04-15T10:59:59+00:00,1776250799,14 hrs ago,50400,7,33,363,quasarbuilder,53739637,89.65,59941408,0.038,0.00818,0.002076,20.23,45,39,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884775,14118899,2026-04-15T11:00:11+00:00,1776250811,14 hrs ago,50400,0,0,53,quasarbuilder,7337268,12.23,59999943,0.042,0.004,0.000311,7.21,45,38,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884776,14118900,2026-04-15T11:00:23+00:00,1776250823,14 hrs ago,50400,14,67,672,Titan Builder,50161987,83.6,60000000,0.038,0.02378,0.001928,7.5,45,37,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884777,14118901,2026-04-15T11:00:35+00:00,1776250835,14 hrs ago,50400,0,0,46,quasarbuilder,3990087,6.65,60000000,0.041,0.08096,0.000166,0.2,45,36,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884778,14118902,2026-04-15T11:00:47+00:00,1776250847,14 hrs ago,50400,3,14,391,Titan Builder,51150919,85.25,60000000,0.037,0.01824,0.001901,9.44,45,35,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884779,14118903,2026-04-15T11:00:59+00:00,1776250859,14 hrs ago,50400,4,19,507,BuilderNet,58187242,96.98,60000000,0.04,0.05229,0.002353,4.31,45,34,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884780,14118904,2026-04-15T11:01:11+00:00,1776250871,14 hrs ago,50400,7,33,320,Titan Builder,36007135,60.07,59941408,0.045,0.02154,0.001627,7.02,45,33,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884781,14118905,2026-04-15T11:01:23+00:00,1776250883,14 hrs ago,50400,1,5,120,quasarbuilder,13927503,23.21,59999943,0.046,0.00604,0.000645,9.65,45,32,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884782,14118906,2026-04-15T11:01:35+00:00,1776250895,14 hrs ago,50400,0,0,291,Titan Builder,39189731,65.32,60000000,0.043,0.01509,0.001694,10.09,45,31,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884783,14118907,2026-04-15T11:01:47+00:00,1776250907,14 hrs ago,50400,0,0,19,quasarbuilder,2478339,4.13,60000000,0.044,0.00215,0.000111,4.9,45,30,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884784,14118908,2026-04-15T11:01:59+00:00,1776250919,14 hrs ago,50400,5,24,362,Titan Builder,58890907,98.15,60000000,0.039,0.02333,0.00234,9.11,45,29,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884785,14118909,2026-04-15T11:02:11+00:00,1776250931,14 hrs ago,50400,0,0,66,quasarbuilder,15626956,26.04,60000000,0.044,0.00543,0.000696,11.35,45,28,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884786,14118910,2026-04-15T11:02:23+00:00,1776250943,14 hrs ago,50400,11,52,320,Titan Builder,34732879,57.89,60000000,0.041,0.01637,0.001453,8.15,45,27,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884787,14118911,2026-04-15T11:02:35+00:00,1776250955,14 hrs ago,50400,1,5,182,quasarbuilder,20861147,34.77,60000000,0.042,0.00409,0.00089,17.86,45,26,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884788,14118912,2026-04-15T11:02:47+00:00,1776250967,14 hrs ago,50400,0,0,77,Titan Builder,16223760,27.04,60000000,0.041,0.01509,0.000666,4.22,45,25,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884789,14118913,2026-04-15T11:02:59+00:00,1776250979,14 hrs ago,50400,6,29,355,Titan Builder,59994132,99.99,60000000,0.038,0.01656,0.002321,12.29,45,24,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884790,14118914,2026-04-15T11:03:11+00:00,1776250991,14 hrs ago,50400,1,5,395,Titan Builder,49008671,81.76,59941408,0.043,0.01253,0.002133,14.54,45,23,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884791,14118915,2026-04-15T11:03:23+00:00,1776251003,14 hrs ago,50400,0,0,58,quasarbuilder,3728578,6.21,59999943,0.046,0.01214,0.000175,1.42,45,22,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884792,14118916,2026-04-15T11:03:35+00:00,1776251015,14 hrs ago,50400,6,29,383,BuilderNet,59958727,99.93,60000000,0.041,0.01551,0.002508,13.92,45,21,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884793,14118917,2026-04-15T11:03:47+00:00,1776251027,14 hrs ago,50400,0,0,195,quasarbuilder,16805070,28.01,60000000,0.047,0.00107,0.000791,42.28,45,20,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884794,14118918,2026-04-15T11:03:59+00:00,1776251039,14 hrs ago,50400,0,0,69,Titan Builder,13387932,22.31,60000000,0.044,0.01477,0.000595,3.87,45,19,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884795,14118919,2026-04-15T11:04:11+00:00,1776251051,14 hrs ago,50400,10,48,155,quasarbuilder,7316168,12.21,59941408,0.041,0.00052,0.000303,36.79,45,18,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884796,14118920,2026-04-15T11:04:23+00:00,1776251063,14 hrs ago,50400,0,0,169,quasarbuilder,13667953,22.78,59999943,0.037,0.01251,0.000512,3.93,45,17,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884797,14118921,2026-04-15T11:04:35+00:00,1776251075,14 hrs ago,50400,0,0,66,quasarbuilder,10984233,18.31,60000000,0.034,0.00435,0.000384,8.09,45,16,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884798,14118922,2026-04-15T11:04:47+00:00,1776251087,14 hrs ago,50400,1,5,181,quasarbuilder,59919429,99.87,60000000,0.032,0.00683,0.001927,22,45,15,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884799,14118923,2026-04-15T11:04:59+00:00,1776251099,14 hrs ago,50400,6,29,515,quasarbuilder,59932079,99.98,59941408,0.036,0.00618,0.002168,25.94,45,14,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884800,14118924,2026-04-15T11:05:11+00:00,1776251111,14 hrs ago,50400,0,0,36,quasarbuilder,10277425,17.13,59999943,0.04,0.00455,0.000418,8.42,45,13,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884801,14118925,2026-04-15T11:05:23+00:00,1776251123,14 hrs ago,50400,6,29,261,Titan Builder,59806290,99.68,60000000,0.037,0.02229,0.002234,9.11,45,12,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884802,14118926,2026-04-15T11:05:35+00:00,1776251135,14 hrs ago,50400,1,5,456,quasarbuilder,53287251,88.81,60000000,0.041,0.00678,0.002237,24.8,45,11,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884803,14118927,2026-04-15T11:05:47+00:00,1776251147,14 hrs ago,50400,1,5,125,quasarbuilder,10102572,16.84,60000000,0.046,0.005,0.000465,8.5,45,10,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884804,14118928,2026-04-15T11:05:59+00:00,1776251159,14 hrs ago,50400,1,5,176,quasarbuilder,23078139,38.46,60000000,0.042,0.00527,0.000975,15.59,45,9,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884805,14118929,2026-04-15T11:06:11+00:00,1776251171,14 hrs ago,50400,9,43,311,BuilderNet,59913612,99.86,60000000,0.041,0.02291,0.002458,9.69,45,8,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884806,14118930,2026-04-15T11:06:23+00:00,1776251183,14 hrs ago,50400,1,5,165,quasarbuilder,13753629,22.92,60000000,0.046,0.00323,0.000635,16.41,45,7,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884807,14118931,2026-04-15T11:06:35+00:00,1776251195,14 hrs ago,50400,6,29,217,quasarbuilder,25450309,42.42,60000000,0.043,0.00589,0.001095,15.65,45,6,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884808,14118932,2026-04-15T11:06:47+00:00,1776251207,14 hrs ago,50400,0,0,42,quasarbuilder,4282880,7.14,60000000,0.042,0.0036,0.000181,4.77,45,5,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884809,14118933,2026-04-15T11:06:59+00:00,1776251219,14 hrs ago,50400,1,5,272,Titan Builder,59992385,99.99,60000000,0.037,0.02132,0.00226,9.58,45,4,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884810,14118934,2026-04-15T11:07:11+00:00,1776251231,14 hrs ago,50400,5,24,250,Titan Builder,59979500,99.97,60000000,0.042,0.013,0.002542,16.36,45,3,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884811,14118935,2026-04-15T11:07:23+00:00,1776251243,14 hrs ago,50400,0,0,190,Titan Builder,56240275,93.73,60000000,0.047,0.04147,0.002682,6.07,45,2,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884812,14118936,2026-04-15T11:07:35+00:00,1776251255,14 hrs ago,50400,0,0,23,quasarbuilder,1988069,3.31,60000000,0.052,0.00119,0.000105,8.07,45,1,https://etherscan.io/blocks?ps=100&p=45,2026-04-16T01:51:04+00:00
24884813,14118937,2026-04-15T11:07:47+00:00,1776251267,14 hrs ago,50400,3,14,517,quasarbuilder,46609149,77.76,59941408,0.046,0.00873,0.002178,19.95,44,100,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884814,14118938,2026-04-15T11:07:59+00:00,1776251279,14 hrs ago,50400,0,0,129,quasarbuilder,21092158,35.15,59999943,0.049,0.00542,0.001054,16.27,44,99,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884815,14118939,2026-04-15T11:08:11+00:00,1776251291,14 hrs ago,50400,12,57,370,Titan Builder,32404975,54.01,60000000,0.048,0.01388,0.001559,10.1,44,98,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884816,14118940,2026-04-15T11:08:23+00:00,1776251303,14 hrs ago,50400,0,0,348,BuilderNet,34428914,57.44,59941408,0.048,0.00762,0.001673,17.98,44,97,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884817,14118941,2026-04-15T11:08:35+00:00,1776251315,14 hrs ago,50400,0,0,196,quasarbuilder,33130984,55.22,59999943,0.049,0.00734,0.00164,18.26,44,96,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884818,14118942,2026-04-15T11:08:47+00:00,1776251327,14 hrs ago,50400,3,14,158,Lido: Execution Layer Rewards Vault,21493174,35.82,60000000,0.05,0.00399,0.001078,21.24,44,95,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884819,14118943,2026-04-15T11:08:59+00:00,1776251339,14 hrs ago,50400,0,0,313,Titan Builder,46166899,76.94,60000000,0.048,0.01332,0.002233,14.35,44,94,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884820,14118944,2026-04-15T11:09:11+00:00,1776251351,14 hrs ago,50400,5,24,15,quasarbuilder,2259457,3.77,60000000,0.051,0.00116,0.000117,9.13,44,93,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884821,14118945,2026-04-15T11:09:23+00:00,1776251363,14 hrs ago,50400,15,71,318,Titan Builder,46491504,77.49,60000000,0.045,0.02232,0.002122,8.68,44,92,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884822,14118946,2026-04-15T11:09:35+00:00,1776251375,14 hrs ago,50400,1,5,144,quasarbuilder,24854381,41.42,60000000,0.048,0.01292,0.001213,8.58,44,91,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884823,14118947,2026-04-15T11:09:47+00:00,1776251387,14 hrs ago,50400,0,0,184,Titan Builder,57983590,96.64,60000000,0.047,0.01497,0.002768,15.6,44,90,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884824,14118948,2026-04-15T11:09:59+00:00,1776251399,14 hrs ago,50400,6,29,142,Titan Builder,51284068,85.47,60000000,0.053,0.01738,0.002734,13.59,44,89,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884825,14118949,2026-04-15T11:10:11+00:00,1776251411,14 hrs ago,50400,1,5,216,quasarbuilder,10104029,16.84,60000000,0.058,8e-05,0.000586,87.53,44,88,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884826,14118950,2026-04-15T11:10:23+00:00,1776251423,14 hrs ago,50400,0,0,177,Titan Builder,39098064,65.23,59941408,0.053,0.02164,0.002081,8.77,44,87,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884827,14118951,2026-04-15T11:10:35+00:00,1776251435,14 hrs ago,50400,0,0,46,quasarbuilder,2232359,3.72,59999943,0.055,2e-05,0.000123,84.91,44,86,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884828,14118952,2026-04-15T11:10:47+00:00,1776251447,14 hrs ago,50400,6,29,434,Titan Builder,59980925,99.97,60000000,0.048,0.02396,0.002931,10.9,44,85,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884829,14118953,2026-04-15T11:10:59+00:00,1776251459,14 hrs ago,50400,5,24,342,Titan Builder,59470882,99.12,60000000,0.054,0.01673,0.003269,16.34,44,84,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884830,14118954,2026-04-15T11:11:11+00:00,1776251471,14 hrs ago,50400,0,0,367,quasarbuilder,30507928,50.85,60000000,0.061,0.01571,0.001883,10.7,44,83,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884831,14118955,2026-04-15T11:11:23+00:00,1776251483,14 hrs ago,50400,1,5,245,Titan Builder,37773170,62.96,60000000,0.061,0.017,0.002336,12.08,44,82,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884832,14118956,2026-04-15T11:11:35+00:00,1776251495,14 hrs ago,50400,0,0,85,quasarbuilder,12408388,20.68,60000000,0.063,0.00256,0.000792,23.62,44,81,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884833,14118957,2026-04-15T11:11:47+00:00,1776251507,14 hrs ago,50400,6,29,322,Titan Builder,45201734,75.34,60000000,0.059,0.01476,0.002674,15.33,44,80,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884834,14118958,2026-04-15T11:11:59+00:00,1776251519,14 hrs ago,50400,4,19,198,Titan Builder,29291987,48.82,60000000,0.062,0.01517,0.001843,10.83,44,79,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884835,14118959,2026-04-15T11:12:11+00:00,1776251531,14 hrs ago,50400,0,0,179,quasarbuilder,25957594,43.26,60000000,0.062,0.00677,0.001628,19.37,44,78,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884836,14118960,2026-04-15T11:12:23+00:00,1776251543,14 hrs ago,50400,5,24,298,BuilderNet,42102540,70.17,60000000,0.061,0.01748,0.002597,12.93,44,77,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884837,14118961,2026-04-15T11:12:35+00:00,1776251555,14 hrs ago,50400,0,0,30,quasarbuilder,4094597,6.82,60000000,0.064,0.00185,0.000265,12.5,44,76,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884838,14118962,2026-04-15T11:12:47+00:00,1776251567,14 hrs ago,50400,3,14,331,quasarbuilder,31301983,52.17,60000000,0.057,0.00961,0.001809,15.84,44,75,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884839,14118963,2026-04-15T11:12:59+00:00,1776251579,14 hrs ago,50400,0,0,80,quasarbuilder,5621627,9.37,60000000,0.058,0.00183,0.000327,15.08,44,74,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884840,14118964,2026-04-15T11:13:11+00:00,1776251591,14 hrs ago,50400,14,67,423,Titan Builder,59982713,99.97,60000000,0.052,0.02933,0.003131,9.65,44,73,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884841,14118965,2026-04-15T11:13:23+00:00,1776251603,14 hrs ago,50400,0,0,74,quasarbuilder,4851601,8.09,60000000,0.058,0.00021,0.000285,56.53,44,72,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884842,14118966,2026-04-15T11:13:35+00:00,1776251615,14 hrs ago,50400,11,52,165,Titan Builder,59987717,99.98,60000000,0.052,0.09388,0.003154,3.25,44,71,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884843,14118967,2026-04-15T11:13:47+00:00,1776251627,14 hrs ago,50400,0,0,218,Titan Builder,55249716,92.08,60000000,0.059,0.03955,0.003267,7.63,44,70,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884844,14118968,2026-04-15T11:13:59+00:00,1776251639,14 hrs ago,50400,8,38,433,BuilderNet,50158635,83.6,60000000,0.065,0.02542,0.003278,11.42,44,69,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884845,14118969,2026-04-15T11:14:11+00:00,1776251651,14 hrs ago,50400,3,14,291,Titan Builder,30743335,51.24,60000000,0.07,0.01116,0.002178,16.33,44,68,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884846,14118970,2026-04-15T11:14:23+00:00,1776251663,14 hrs ago,50400,0,0,291,Titan Builder,36434703,60.72,60000000,0.071,0.00729,0.002589,26.19,44,67,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884847,14118971,2026-04-15T11:14:35+00:00,1776251675,14 hrs ago,50400,6,29,203,Titan Builder,23924487,39.87,60000000,0.072,0.00628,0.001746,21.73,44,66,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884848,14118972,2026-04-15T11:14:47+00:00,1776251687,14 hrs ago,50400,0,0,201,Titan Builder,25029841,41.76,59941408,0.071,0.01256,0.00178,12.41,44,65,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884849,14118973,2026-04-15T11:14:59+00:00,1776251699,14 hrs ago,50400,0,0,195,Titan Builder,27727010,46.21,59999943,0.069,0.00772,0.001932,20.01,44,64,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884850,14118974,2026-04-15T11:15:11+00:00,1776251711,14 hrs ago,50400,0,0,256,Titan Builder,31278430,52.18,59941351,0.069,0.00711,0.002158,23.27,44,63,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884851,14118975,2026-04-15T11:15:23+00:00,1776251723,14 hrs ago,50400,2,10,287,BuilderNet,31873052,53.12,59999886,0.069,0.00652,0.002211,25.3,44,62,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884852,14118976,2026-04-15T11:15:35+00:00,1776251735,14 hrs ago,50400,5,24,71,Titan Builder,6588209,10.98,60000000,0.069,0.00895,0.000461,4.89,44,61,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884853,14118977,2026-04-15T11:15:47+00:00,1776251747,14 hrs ago,50400,0,0,373,Titan Builder,44885462,74.81,60000000,0.063,0.00988,0.002832,22.26,44,60,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884854,14118978,2026-04-15T11:15:59+00:00,1776251759,14 hrs ago,50400,0,0,187,Titan Builder,29529203,49.22,60000000,0.067,0.02151,0.001979,8.42,44,59,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884855,14118979,2026-04-15T11:16:11+00:00,1776251771,14 hrs ago,50400,10,48,238,Titan Builder,35078665,58.46,60000000,0.066,0.02384,0.002346,8.96,44,58,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884856,14118980,2026-04-15T11:16:23+00:00,1776251783,14 hrs ago,50400,11,52,254,quasarbuilder,23844652,39.74,60000000,0.068,0.0112,0.001629,12.69,44,57,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884857,14118981,2026-04-15T11:16:35+00:00,1776251795,14 hrs ago,50400,1,5,309,Titan Builder,28558382,47.6,60000000,0.066,0.01105,0.0019,14.67,44,56,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884858,14118982,2026-04-15T11:16:47+00:00,1776251807,14 hrs ago,50400,4,19,108,Titan Builder,17283056,28.81,60000000,0.066,0.00661,0.001143,14.74,44,55,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884859,14118983,2026-04-15T11:16:59+00:00,1776251819,14 hrs ago,50400,3,14,225,Titan Builder,26673115,44.46,60000000,0.062,0.00758,0.001671,18.05,44,54,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884860,14118984,2026-04-15T11:17:11+00:00,1776251831,14 hrs ago,50400,6,29,243,Titan Builder,26541046,44.24,60000000,0.061,0.01156,0.00164,12.42,44,53,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884861,14118985,2026-04-15T11:17:23+00:00,1776251843,14 hrs ago,50400,1,5,109,Titan Builder,20380518,33.97,60000000,0.06,0.00998,0.001241,11.05,44,52,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884862,14118986,2026-04-15T11:17:35+00:00,1776251855,14 hrs ago,50400,0,0,281,Titan Builder,53334096,88.89,60000000,0.058,0.009,0.003117,25.72,44,51,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884863,14118987,2026-04-15T11:17:47+00:00,1776251867,14 hrs ago,50400,1,5,242,BuilderNet,29362576,48.94,60000000,0.064,0.00956,0.001883,16.44,44,50,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884864,14118988,2026-04-15T11:17:59+00:00,1776251879,14 hrs ago,50400,0,0,198,Titan Builder,24242090,40.4,60000000,0.063,0.0088,0.00155,14.97,44,49,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884865,14118989,2026-04-15T11:18:11+00:00,1776251891,14 hrs ago,50400,5,24,259,BuilderNet,30433336,50.72,60000000,0.062,0.0075,0.0019,20.2,44,48,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884866,14118990,2026-04-15T11:18:23+00:00,1776251903,14 hrs ago,50400,1,5,260,Titan Builder,31787563,52.98,60000000,0.062,0.01016,0.001988,16.36,44,47,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884867,14118991,2026-04-15T11:18:35+00:00,1776251915,14 hrs ago,50400,5,24,278,Titan Builder,27279722,45.47,60000000,0.062,0.00788,0.001719,17.9,44,46,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884868,14118992,2026-04-15T11:18:47+00:00,1776251927,14 hrs ago,50400,0,0,174,quasarbuilder,17904049,29.84,60000000,0.062,0.00573,0.001115,16.29,44,45,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884869,14118993,2026-04-15T11:18:59+00:00,1776251939,14 hrs ago,50400,6,29,258,Titan Builder,23630009,39.38,60000000,0.059,0.00851,0.001398,14.1,44,44,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884870,14118994,2026-04-15T11:19:11+00:00,1776251951,14 hrs ago,50400,12,57,306,BuilderNet,31503341,52.51,60000000,0.057,0.00778,0.001814,18.89,44,43,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884871,14118995,2026-04-15T11:19:23+00:00,1776251963,14 hrs ago,50400,0,0,244,Titan Builder,31969162,53.28,60000000,0.057,0.01192,0.001852,13.44,44,42,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884872,14118996,2026-04-15T11:19:35+00:00,1776251975,14 hrs ago,50400,0,0,207,Titan Builder,13800422,23,60000000,0.058,0.00826,0.000806,8.89,44,41,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884873,14118997,2026-04-15T11:19:47+00:00,1776251987,14 hrs ago,50400,1,5,291,BuilderNet,33864036,56.44,60000000,0.054,0.02894,0.001845,5.99,44,40,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884874,14118998,2026-04-15T11:19:59+00:00,1776251999,14 hrs ago,50400,0,0,218,Titan Builder,28277628,47.13,60000000,0.055,0.01837,0.001565,7.85,44,39,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884875,14118999,2026-04-15T11:20:11+00:00,1776252011,14 hrs ago,50400,9,43,325,Titan Builder,39354515,65.59,60000000,0.054,0.01214,0.002162,15.11,44,38,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
24884876,14119000,2026-04-15T11:20:23+00:00,1776252023,14 hrs ago,50400,0,0,168,Titan Builder,22188904,37.02,59941408,0.057,0.01435,0.001267,8.11,44,37,https://etherscan.io/blocks?ps=100&p=44,2026-04-16T01:51:04+00:00
