block_number,slot,block_datetime_utc,block_timestamp_unix,age_raw,age_seconds_at_scrape,blobs_count,blobs_percent,txn_count,fee_recipient,gas_used,gas_used_percent,gas_limit,base_fee_gwei,reward_eth,burnt_fees_eth,burnt_fees_percent,source_page,source_row,source_url,scraped_at_utc,congestion_ratio,rolling_avg_txn_5,rolling_avg_txn_20,rolling_avg_gas_used_5,rolling_avg_gas_used_20,rolling_avg_base_fee_5,rolling_avg_base_fee_20,rolling_avg_congestion_5,rolling_avg_congestion_20,txn_change_1,gas_used_change_1,base_fee_change_1,txn_volatility_20,gas_used_volatility_20,base_fee_volatility_20,short_term_congestion_indicator,congestion_proxy_1h,congestion_proxy_24h,congestion_proxy_1h_window_blocks,congestion_proxy_24h_window_blocks,congestion_flag_high,congestion_flag_low,congestion_level,one_hour_high_congestion_flag,twenty_four_hour_high_congestion_flag,txn_momentum_5_20,gas_used_momentum_5_20,base_fee_momentum_5_20,congestion_momentum_5_20,utilization_trend_20,gas_used_to_recent_avg,txn_to_recent_avg,base_fee_to_recent_avg,base_fee_spike_flag,gas_used_spike_flag,txn_spike_flag,recent_reward_avg_20,recent_burnt_fees_avg_20,block_interval_seconds,hour_utc,day_of_week_utc,is_weekend_utc,target_next_block_number,target_next_gas_used,target_next_base_fee_gwei,target_next_congestion_ratio,target_next_congestion_flag_high
24884214,14118338,2026-04-15T09:07:59+00:00,1776244079,16 hrs ago,57600,1,5,441,BuilderNet,38379375,63.97,60000000,0.049,0.00647,0.001902,22.72,50,100,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.63965625,441,441,38379375,38379375,0.049,0.049,0.63965625,0.63965625,0,0,0,0,0,0,0,0.63965625,0.63965625,1,1,0,0,medium,0,0,0,0,0,0,0,1,1,1,0,0,0,0.00647,0.001902,,9,2,0,24884215,32185644,0.051,0.5364274,0
24884215,14118339,2026-04-15T09:08:11+00:00,1776244091,16 hrs ago,57600,1,5,255,Titan Builder,32185644,53.64,60000000,0.051,0.00777,0.001651,17.51,50,99,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.5364274,348,348,35282509.5,35282509.5,0.05,0.05,0.588041825,0.588041825,-186,-6193731,0.002,93,3096865.5,0.001,0,0.588041825,0.588041825,2,2,0,0,medium,0,0,0,0,0,0,-0.051614425,0.9122266091,0.7327586207,1.02,0,0,0,0.00712,0.0017765,12,9,2,0,24884216,27270757,0.051,0.4549568972,0
24884216,14118340,2026-04-15T09:08:23+00:00,1776244103,16 hrs ago,57600,5,24,270,BuilderNet,27270757,45.5,59941408,0.051,0.00742,0.001412,15.97,50,98,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.4549568972,322,322,32611925.33,32611925.33,0.05033333333,0.05033333333,0.5436801824,0.5436801824,15,-4914887,0,84.36824047,4545080.513,0.0009428090416,0,0.5436801824,0.5436801824,3,3,0,0,medium,0,0,0,0,0,0,-0.08872328517,0.8362203924,0.8385093168,1.013245033,0,0,0,0.00722,0.001655,12,9,2,0,24884217,29918079,0.051,0.4986351237,0
24884217,14118341,2026-04-15T09:08:35+00:00,1776244115,16 hrs ago,57600,1,5,228,Titan Builder,29918079,49.86,59999943,0.051,0.01254,0.001531,10.87,50,97,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.4986351237,298.5,298.5,31938463.75,31938463.75,0.0505,0.0505,0.5324189177,0.5324189177,-42,2647322,0,83.63761116,4105358.591,0.0008660254038,0,0.5324189177,0.5324189177,4,4,0,0,medium,0,0,0,0,0,0,-0.03378379403,0.9367413296,0.7638190955,1.00990099,0,0,0,0.00855,0.001624,12,9,2,0,24884218,19667770,0.051,0.3277961667,0
24884218,14118342,2026-04-15T09:08:47+00:00,1776244127,16 hrs ago,57600,3,14,147,Titan Builder,19667770,32.78,60000000,0.051,0.01039,0.001006,8.82,50,96,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.3277961667,268.2,268.2,29484325,29484325,0.0506,0.0506,0.4914943675,0.4914943675,-81,-10250309,0,96.2733608,6129793.092,0.0008,0,0.4914943675,0.4914943675,5,5,0,1,low,0,0,0,0,0,0,-0.1636982009,0.6670585133,0.548098434,1.007905138,0,0,0,0.008918,0.0015004,12,9,2,0,24884219,35288949,0.048,0.58814915,0
24884219,14118343,2026-04-15T09:08:59+00:00,1776244139,16 hrs ago,57600,0,0,396,BuilderNet,35288949,58.81,60000000,0.048,0.00717,0.001728,19.41,50,95,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.58814915,259.2,289.5,28866239.8,30451762.33,0.0504,0.05016666667,0.4811929475,0.5076034979,249,15621179,-0.003,99.96124249,5999303.662,0.001213351648,0,0.5076034979,0.5076034979,6,6,0,0,medium,0,0,-30.3,-1585522.533,0.0002333333333,-0.02641055041,0.08054565206,1.158847511,1.367875648,0.9568106312,0,0,0,0.008626666667,0.001538333333,12,9,2,0,24884220,34376748,0.05,0.5729458,0
24884220,14118344,2026-04-15T09:09:11+00:00,1776244151,16 hrs ago,57600,11,52,272,Titan Builder,34376748,57.29,60000000,0.05,0.00719,0.00172,19.3,50,94,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.5729458,262.6,287,29304460.6,31012474.57,0.0502,0.05014285714,0.4884966275,0.5169381125,-124,-912201,0.002,92.74850788,5721570.608,0.001124858268,0,0.5169381125,0.5169381125,7,7,0,0,medium,0,0,-24.4,-1708013.971,5.714285714e-05,-0.02844148499,0.05600768748,1.108481296,0.9477351916,0.9971509972,0,0,0,0.008421428571,0.001564285714,12,9,2,0,24884221,36450215,0.05,0.6075035833,0
24884221,14118345,2026-04-15T09:09:23+00:00,1776244163,16 hrs ago,57600,13,62,243,BuilderNet,36450215,60.75,60000000,0.05,0.00529,0.001857,25.96,50,93,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.6075035833,257.2,281.5,31140352.2,31692192.12,0.05,0.050125,0.5190059647,0.5282587964,-29,2073467,0,87.9701654,5646099.15,0.001053268722,0,0.5282587964,0.5282587964,8,8,0,0,medium,0,0,-24.3,-551839.925,-0.000125,-0.009252831628,0.07924478697,1.150132337,0.8632326821,0.9975062344,0,0,0,0.00803,0.001600875,12,9,2,0,24884222,27777488,0.052,0.4629581333,0
24884222,14118346,2026-04-15T09:09:35+00:00,1776244175,16 hrs ago,57600,0,0,247,Titan Builder,27777488,46.3,60000000,0.052,0.00752,0.001453,16.19,50,92,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.4629581333,261,277.6666667,30712234,31257225,0.0502,0.05033333333,0.5118705667,0.5210031671,4,-8672727,0.002,83.64475145,5463511.546,0.001154700538,0,0.5210031671,0.5210031671,9,9,0,0,medium,0,0,-16.66666667,-544991,-0.0001333333333,-0.009132600475,-0.05804503381,0.8886741545,0.8895558223,1.033112583,0,0,0,0.007973333333,0.001584444444,12,9,2,0,24884223,24069029,0.051,0.4015426031,0
24884223,14118347,2026-04-15T09:09:47+00:00,1776244187,16 hrs ago,57600,7,33,313,BuilderNet,24069029,40.15,59941408,0.051,0.01006,0.001248,11.03,50,91,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.4015426031,294.2,281.2,31592485.8,30538405.4,0.0502,0.0504,0.5266198539,0.5090571107,66,-3708459,-0.001,80.05722953,5613846.91,0.001113552873,0,0.5090571107,0.5090571107,10,10,0,0,medium,0,0,13,1054080.4,-0.0002,0.01756274321,-0.1075145077,0.7881560509,1.113086771,1.011904762,0,0,0,0.008182,0.0015508,12,9,2,0,24884224,36388357,0.05,0.6064731928,0
24884224,14118348,2026-04-15T09:09:59+00:00,1776244199,16 hrs ago,57600,5,24,252,Titan Builder,36388357,60.65,59999943,0.05,0.00654,0.00184,21.95,50,90,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.6064731928,265.4,278.5454545,31812367.4,31070219.18,0.0506,0.05036363636,0.5302846625,0.5179131182,-61,12319328,-0.001,76.79176523,5610571.354,0.001067940011,0,0.5179131182,0.5179131182,11,11,0,0,medium,0,0,-13.14545455,742148.2182,0.0002363636364,0.01237154431,0.08856007462,1.171165121,0.9046997389,0.9927797834,0,0,0,0.008032727273,0.001577090909,12,9,2,0,24884225,29930354,0.051,0.4988392333,0
24884225,14118349,2026-04-15T09:10:11+00:00,1776244211,16 hrs ago,57600,0,0,198,Titan Builder,29930354,49.88,60000000,0.051,0.00795,0.001553,16.34,50,89,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.4988392333,250.6,271.8333333,30923088.6,30975230.42,0.0508,0.05041666667,0.5154633492,0.5163236278,-54,-6458003,0.001,76.81887066,5380943.523,0.001037491633,0,0.5163236278,0.5163236278,12,12,0,0,medium,0,0,-21.23333333,-52141.81667,0.0003833333333,-0.0008602786143,-0.01748439446,0.9662673561,0.7283874923,1.011570248,0,0,0,0.008025833333,0.001575083333,12,9,2,0,24884226,30829462,0.051,0.5143266238,0
24884226,14118350,2026-04-15T09:10:23+00:00,1776244223,16 hrs ago,57600,1,5,303,Titan Builder,30829462,51.43,59941408,0.051,0.00731,0.0016,17.95,50,88,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.5143266238,262.6,274.2307692,29798938,30964017.46,0.051,0.05046153846,0.4968279573,0.5161700121,105,899108,0,74.27097357,5169989.23,0.001008836696,0,0.5161700121,0.5161700121,13,13,0,0,medium,0,0,-11.63076923,-1165079.462,0.0005384615385,-0.01934205483,-0.001843388338,0.9956544573,1.104908836,1.010670732,0,0,0,0.007970769231,0.001577,12,9,2,0,24884227,1063119,0.052,0.01771866683,0
24884227,14118351,2026-04-15T09:10:35+00:00,1776244235,16 hrs ago,57600,5,24,24,quasarbuilder,1063119,1.77,59999943,0.052,0.00305,5.5e-05,1.78,50,87,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.01771866683,218,256.3571429,24456064.2,28828239,0.051,0.05057142857,0.407780064,0.4805663446,-279,-29766343,0.001,96.3079934,9171681.129,0.001049781318,0,0.4805663446,0.4805663446,14,14,0,1,low,0,0,-38.35714286,-4372174.8,0.0004285714286,-0.07278628062,-0.4628476777,0.03687769482,0.09361939259,1.028248588,0,0,0,0.007619285714,0.001468285714,12,9,2,0,24884228,42422018,0.045,0.7070336333,0
24884228,14118352,2026-04-15T09:10:47+00:00,1776244247,16 hrs ago,57600,1,5,566,Titan Builder,42422018,70.7,60000000,0.045,0.01167,0.001943,14.26,50,86,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.7070336333,268.6,277,28126662,29734490.93,0.0498,0.0502,0.46887827,0.4956641638,542,41358899,-0.007,120.9242187,9487352.02,0.001720465053,0,0.4956641638,0.4956641638,15,15,0,0,medium,0,0,-8.4,-1607828.933,-0.0004,-0.02678589381,0.2113694695,1.426693939,2.0433213,0.8964143426,0,1,1,0.007889333333,0.001499933333,12,9,2,0,24884229,37006765,0.048,0.6167794167,0
24884229,14118353,2026-04-15T09:10:59+00:00,1776244259,16 hrs ago,57600,0,0,330,Titan Builder,37006765,61.68,60000000,0.048,0.02508,0.001782,6.64,50,85,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.6167794167,284.2,280.3125,28250343.6,30189008.06,0.0494,0.0500625,0.4709395148,0.5032338671,-236,-5415253,0.003,117.7851427,9353235.811,0.001748883572,0,0.5032338671,0.5032338671,16,16,0,0,medium,0,0,3.8875,-1938664.462,-0.0006625,-0.03229435235,0.1135455495,1.225835739,1.177257525,0.9588014981,0,0,0,0.00896375,0.0015175625,12,9,2,0,24884230,44391340,0.049,0.7398556667,0
24884230,14118354,2026-04-15T09:11:11+00:00,1776244271,16 hrs ago,57600,5,24,355,Titan Builder,44391340,73.99,60000000,0.049,0.00903,0.002201,19.58,50,84,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.7398556667,315.6,284.7058824,31142540.8,31024439.35,0.049,0.05,0.5191428015,0.5171527965,25,7384575,0.001,115.6118072,9669751.144,0.001714985851,0,0.5171527965,0.5171527965,17,17,0,0,medium,0,0,30.89411765,118101.4471,-0.001,0.001990004937,0.2227028702,1.430850675,1.246900826,0.98,0,1,0,0.008967647059,0.001557764706,12,9,2,0,24884231,32188026,0.052,0.5364671,0
24884231,14118355,2026-04-15T09:11:23+00:00,1776244283,16 hrs ago,57600,0,0,252,Titan Builder,32188026,53.65,60000000,0.052,0.01055,0.001691,13.81,50,83,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.5364671,305.4,282.8888889,31414253.6,31089083.06,0.0492,0.05011111111,0.5235708967,0.5182258134,-103,-12203314,0.003,112.6039712,9401087.991,0.001728483243,0,0.5182258134,0.5182258134,18,18,0,0,medium,0,0,22.51111111,325170.5444,-0.0009111111111,0.005345083325,0.01824128662,1.035348194,0.8908091123,1.037694013,0,0,0,0.009055555556,0.001565166667,12,9,2,0,24884232,42378037,0.053,0.7063006167,0
24884232,14118356,2026-04-15T09:11:35+00:00,1776244295,16 hrs ago,57600,8,38,402,Titan Builder,42378037,70.63,60000000,0.053,0.01016,0.002247,18.11,50,82,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.7063006167,381,289.1578947,39677237.2,31683238.53,0.0494,0.05026315789,0.6612872867,0.5281244872,150,10190011,0.001,112.7817003,9491218.337,0.001801815028,0,0.5281244872,0.5281244872,19,19,0,0,medium,0,0,91.84210526,7993998.674,-0.0008631578947,0.1331627994,0.1781761294,1.337553829,1.390243902,1.054450262,0,1,0,0.009113684211,0.001601052632,12,9,2,0,24884233,42533362,0.055,0.7088893667,0
24884233,14118357,2026-04-15T09:11:47+00:00,1776244307,16 hrs ago,57600,2,10,248,Titan Builder,42533362,70.89,60000000,0.055,0.02139,0.002372,9.98,50,81,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.7088893667,317.4,287.1,39699506,32225744.7,0.0514,0.0505,0.6616584333,0.5371627312,-154,155325,0.002,110.2913868,9548351.18,0.002037154879,0,0.5371627312,0.5371627312,20,20,0,0,medium,0,0,30.3,7473761.3,0.0009,0.1244957021,0.1717266355,1.319856605,0.863810519,1.089108911,0,1,0,0.0097275,0.0016396,12,9,2,0,24884234,5072608,0.058,0.08454346667,0
24884234,14118358,2026-04-15T09:11:59+00:00,1776244319,16 hrs ago,57600,0,0,29,quasarbuilder,5072608,8.45,60000000,0.058,0.00211,0.000298,12.35,50,80,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.08454346667,257.2,266.5,33312674.6,30560406.35,0.0534,0.05095,0.5552112433,0.509407092,-219,-37460754,0.003,117.8403581,11107157.23,0.002578274617,0,0.5156094329,0.5156094329,21,21,0,1,low,0,0,-9.3,2752268.25,0.00245,0.0458041513,-0.4248636254,0.1659862746,0.1088180113,1.138370952,0,0,0,0.0095095,0.0015594,12,9,2,0,24884235,58412924,0.052,0.9735487333,1
24884235,14118359,2026-04-15T09:12:11+00:00,1776244331,16 hrs ago,57600,5,24,370,BuilderNet,58412924,97.35,60000000,0.052,0.01593,0.003071,16.16,50,79,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.9735487333,260.2,272.25,36116991.4,31871770.35,0.054,0.051,0.6019498567,0.5312631587,341,53340316,-0.006,119.9261752,12661174.25,0.002588435821,0,0.5364248556,0.5364248556,22,22,1,0,high,0,0,-12.05,4245221.05,0.003,0.07068669796,0.4422855746,1.83274802,1.359044995,1.019607843,0,1,0,0.0099175,0.0016304,12,9,2,0,24884236,58927629,0.058,0.98212715,1
24884236,14118360,2026-04-15T09:12:23+00:00,1776244343,16 hrs ago,57600,1,5,411,Titan Builder,58927629,98.21,60000000,0.058,0.01235,0.003465,21.91,50,78,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.98212715,292,279.3,41464912,33454613.95,0.0552,0.05135,0.6910818667,0.5576216713,41,514705,0.006,123.672592,13904763.49,0.003004579838,0,0.5558032163,0.5558032163,23,23,1,0,high,0,0,12.7,8010298.05,0.00385,0.1334601953,0.4245054787,1.761420087,1.471535983,1.129503408,0,1,0,0.010164,0.00173305,12,9,2,0,24884237,27899046,0.065,0.4649841,0
24884237,14118361,2026-04-15T09:12:35+00:00,1776244355,16 hrs ago,57600,5,24,289,Titan Builder,27899046,46.5,60000000,0.065,0.00523,0.001838,25.99,50,77,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.4649841,269.4,282.35,38569113.8,33353662.3,0.0576,0.05205,0.6428185633,0.5559391202,-122,-31028583,0.007,123.1207842,13937364.14,0.004224630161,0,0.5520190864,0.5520190864,24,24,0,0,medium,0,0,-12.95,5215451.5,0.00555,0.08687944318,-0.09095502016,0.8364612482,1.023552329,1.248799232,0,0,0,0.0097985,0.0017484,12,9,2,0,24884238,25428096,0.065,0.4238016,0
24884238,14118362,2026-04-15T09:12:47+00:00,1776244367,16 hrs ago,57600,0,0,127,quasarbuilder,25428096,42.38,60000000,0.065,0.00197,0.001661,45.67,50,76,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.4238016,245.2,281.35,35148060.6,33641678.6,0.0596,0.05275,0.58580101,0.5607393918,-162,-2470950,0,124.2917033,13709220.02,0.005068283733,0,0.546890387,0.546890387,25,25,0,0,medium,0,0,-36.15,1506382,0.00685,0.02506161818,-0.1369377918,0.7558509878,0.4513950595,1.232227488,0,0,0,0.0093775,0.00178115,12,9,2,0,24884239,52954140,0.064,0.882569,1
24884239,14118363,2026-04-15T09:12:59+00:00,1776244379,16 hrs ago,57600,6,29,502,Titan Builder,52954140,88.26,60000000,0.064,0.02787,0.003393,10.85,50,75,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.882569,339.8,286.65,44724367,34524938.15,0.0608,0.05355,0.7454061167,0.5754603843,375,27526044,-0.001,131.1389626,14341389.38,0.005499772723,0,0.5598011028,0.5598011028,26,26,1,0,high,0,0,53.15,10199428.85,0.00725,0.1699457323,0.3071086157,1.533793914,1.751264608,1.195144725,0,1,1,0.0104125,0.0018644,12,9,2,0,24884240,14278338,0.07,0.2379723,0
24884240,14118364,2026-04-15T09:13:11+00:00,1776244391,16 hrs ago,57600,1,5,144,quasarbuilder,14278338,23.8,60000000,0.07,0.00294,0.001002,25.39,50,74,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.2379723,294.6,280.25,35897449.8,33520017.65,0.0644,0.05455,0.59829083,0.5587117093,-358,-38675802,0.006,134.7708704,15005356.61,0.006492110597,0,0.5478815176,0.5478815176,27,27,0,1,low,0,0,14.35,2377432.15,0.00985,0.03957912068,-0.3207394093,0.4259645132,0.5138269402,1.283226398,0,0,0,0.0102,0.0018285,12,9,2,0,24884241,41208264,0.065,0.6868044,0
24884241,14118365,2026-04-15T09:13:23+00:00,1776244403,16 hrs ago,57600,4,19,519,Titan Builder,41208264,68.68,60000000,0.065,0.01251,0.002703,17.77,50,73,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.6868044,316.2,294.05,32353576.8,33757920.1,0.0658,0.0553,0.53922628,0.5626767502,375,26929926,-0.005,144.0605689,15087421.36,0.006783067153,0,0.5528430491,0.5528430491,28,28,0,0,medium,0,0,22.15,-1404343.3,0.0105,-0.02345047016,0.1241276498,1.220699139,1.765005951,1.175406872,0,0,1,0.010561,0.0018708,12,9,2,0,24884242,2901575,0.068,0.04835958333,0
24884242,14118366,2026-04-15T09:13:35+00:00,1776244415,16 hrs ago,57600,0,0,54,quasarbuilder,2901575,4.84,60000000,0.068,0.00097,0.000199,16.96,50,72,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.04835958333,269.2,284.4,27354082.6,32514124.45,0.0664,0.0561,0.4559013767,0.5419468227,-465,-38306689,0.003,153.0713559,16489411.11,0.007272551134,0,0.5354470675,0.5354470675,29,29,0,1,low,0,0,-15.2,-5160041.85,0.0103,-0.08604544599,-0.4935872393,0.08924044701,0.1898734177,1.212121212,0,0,0,0.0102335,0.0018081,12,9,2,0,24884243,59987222,0.06,0.9997870333,1
24884243,14118367,2026-04-15T09:13:47+00:00,1776244427,16 hrs ago,57600,12,57,433,Titan Builder,59987222,99.98,60000000,0.06,0.0144,0.003654,20.23,50,71,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.9997870333,330.4,290.4,34265907.8,34310034.1,0.0654,0.05655,0.5710984633,0.5718590442,379,57085647,-0.008,156.3906647,17402527.4,0.007221322594,0,0.5509250664,0.5509250664,30,30,1,0,high,0,0,40,-44126.3,0.00885,-0.0007605808371,0.4279279892,1.748387129,1.491046832,1.061007958,0,1,0,0.0104505,0.0019284,12,9,2,0,24884244,47595514,0.068,0.7932585667,0
24884244,14118368,2026-04-15T09:13:59+00:00,1776244439,16 hrs ago,57600,0,0,358,BuilderNet,47595514,79.33,60000000,0.068,0.00943,0.003261,25.7,50,70,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.7932585667,301.6,295.7,33194182.6,34870391.95,0.0662,0.05745,0.5532363767,0.5811983129,-75,-12391708,0.008,156.7951211,17639251.3,0.007466424847,0,0.558742276,0.558742276,31,31,0,0,medium,0,0,5.9,-1676209.35,0.00875,-0.0279619362,0.2120602538,1.364926269,1.210686507,1.183637946,0,1,0,0.010595,0.00199945,12,9,2,0,24884245,5239118,0.073,0.08731863333,0
24884245,14118369,2026-04-15T09:14:11+00:00,1776244451,16 hrs ago,57600,0,0,69,quasarbuilder,5239118,8.73,60000000,0.073,0.00214,0.000385,15.24,50,69,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.08731863333,286.6,289.25,31386338.6,33635830.15,0.0668,0.05855,0.5231056433,0.5606222829,-289,-42356396,0.005,163.203822,18769642.1,0.008034145879,0,0.5440102872,0.5440102872,32,32,0,1,low,0,0,-2.65,-2249491.55,0.00825,-0.03751663953,-0.4733036495,0.1557600326,0.2385479689,1.246797609,0,0,0,0.0103045,0.00194105,12,9,2,0,24884246,50465887,0.065,0.8410981167,1
24884246,14118370,2026-04-15T09:14:23+00:00,1776244463,16 hrs ago,57600,11,52,470,Titan Builder,50465887,84.11,60000000,0.065,0.0221,0.003328,13.09,50,68,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.8410981167,276.8,297.6,33237863.2,34617651.4,0.0668,0.05925,0.5539643867,0.5769608575,401,45226769,-0.008,167.8983026,19107701.26,0.007955344116,0,0.5530129487,0.5530129487,33,33,1,0,high,0,0,-20.8,-1379788.2,0.00755,-0.02299647084,0.2641372592,1.457807938,1.579301075,1.097046414,0,1,1,0.011044,0.00202745,12,9,2,0,24884247,20891779,0.071,0.3481963167,0
24884247,14118371,2026-04-15T09:14:35+00:00,1776244475,16 hrs ago,57600,0,0,94,quasarbuilder,20891779,34.82,60000000,0.071,0.00066,0.001495,69.31,50,67,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.3481963167,284.8,301.1,36835904,35609084.4,0.0674,0.0602,0.6139317333,0.59348474,-376,-29574108,0.006,162.8109026,17811399.56,0.008164557551,0,0.5469889301,0.5469889301,34,34,0,1,low,0,0,-16.3,1226819.6,0.0072,0.02044699333,-0.2452884233,0.5866980113,0.3121886416,1.179401993,0,0,0,0.0109245,0.00209945,12,9,2,0,24884248,57329553,0.068,0.95549255,1
24884248,14118372,2026-04-15T09:14:47+00:00,1776244487,16 hrs ago,57600,6,29,501,BuilderNet,57329553,95.55,60000000,0.068,0.01722,0.003948,18.64,50,66,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.95549255,298.4,297.85,36304370.2,36354461.15,0.069,0.06135,0.6050728367,0.6059076858,407,36437774,-0.003,158.0703245,18383647.69,0.007538401687,0,0.5586604621,0.5586604621,35,35,1,0,high,0,0,0.55,-50090.95,0.00765,-0.0008348491667,0.3495848642,1.576960604,1.682054726,1.108394458,0,1,1,0.011202,0.0021997,12,9,2,0,24884249,3374057,0.076,0.05623428333,0
24884249,14118373,2026-04-15T09:14:59+00:00,1776244499,16 hrs ago,57600,0,0,60,quasarbuilder,3374057,5.62,60000000,0.076,0.00053,0.000259,32.76,50,65,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.05623428333,238.8,284.35,27460078.8,34672825.75,0.0706,0.06275,0.45766798,0.5778804292,-441,-53955496,0.008,166.0750659,19735619.64,0.007529110173,0,0.5447041794,0.5447041794,36,36,0,1,low,0,0,-45.55,-7212746.95,0.00785,-0.1202124492,-0.5216461458,0.09731127842,0.2110075611,1.211155378,0,0,0,0.0099745,0.00212355,12,9,2,0,24884250,59934587,0.068,0.9998862055,1
24884250,14118374,2026-04-15T09:15:11+00:00,1776244511,16 hrs ago,57600,7,33,382,Titan Builder,59934587,99.99,59941408,0.068,0.02199,0.004087,15.67,50,64,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.9998862055,301.4,285.7,38399172.6,35449988.1,0.0696,0.0637,0.6401814944,0.5908819561,322,56560530,-0.008,166.7522414,20397942.41,0.006907242576,0,0.5570063963,0.5570063963,37,37,1,0,high,0,0,15.7,2949184.5,0.0059,0.04929953833,0.4090042494,1.690680032,1.337066853,1.067503925,0,1,0,0.0106225,0.00221785,12,9,2,0,24884251,41101244,0.076,0.6863605893,0
24884251,14118375,2026-04-15T09:15:23+00:00,1776244523,16 hrs ago,57600,8,38,364,BuilderNet,41101244,68.64,59882873,0.076,0.00689,0.003153,31.38,50,63,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.6863605893,280.2,291.3,36526244,35895649,0.0718,0.0649,0.609233989,0.5983766306,-18,-18833343,0.008,167.4058243,20419163.93,0.006854925237,0,0.560410454,0.560410454,38,38,0,0,medium,0,0,-11.1,630595,0.0069,0.01085735839,0.0879839587,1.145020222,1.249570889,1.171032357,0,0,0,0.0104395,0.00229095,12,9,2,0,24884252,32234683,0.08,0.5377703782,0
24884252,14118376,2026-04-15T09:15:35+00:00,1776244535,16 hrs ago,57600,10,48,311,BuilderNet,32234683,53.78,59941351,0.08,0.02135,0.002588,10.81,50,62,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.5377703782,323.6,286.75,38794824.8,35388481.3,0.0736,0.06625,0.6471488013,0.5899501187,-53,-8866561,0.004,165.5617332,20377784.53,0.007034735247,0,0.5598299392,0.5598299392,39,39,0,0,medium,0,0,36.85,3406343.5,0.00735,0.05719868263,-0.0521797404,0.9108806543,1.084568439,1.20754717,0,0,0,0.010999,0.002308,12,9,2,0,24884253,19987222,0.081,0.3331209996,0
24884253,14118377,2026-04-15T09:15:47+00:00,1776244547,16 hrs ago,57600,5,24,189,Titan Builder,19987222,33.31,59999886,0.081,0.00748,0.00162,17.8,50,61,https://etherscan.io/blocks?ps=100&p=50,2026-04-16T01:51:08+00:00,0.3331209996,261.2,283.8,31326358.6,34261174.3,0.0762,0.06755,0.5226744912,0.5711617003,-122,-12247461,0.001,166.7472938,20574031.08,0.00723515722,0,0.5541622158,0.5541622158,40,40,0,1,low,0,0,-22.6,-2934815.7,0.00865,-0.0484872091,-0.2380407007,0.5833781944,0.665961945,1.199111769,0,0,0,0.0103035,0.0022704,12,9,2,0,24884254,4489660,0.077,0.07482766667,0
