block_number,slot,block_datetime_utc,block_timestamp_unix,age_raw,age_seconds_at_scrape,blobs_count,blobs_percent,txn_count,fee_recipient,gas_used,gas_used_percent,gas_limit,base_fee_gwei,reward_eth,burnt_fees_eth,burnt_fees_percent,source_page,source_row,source_url,scraped_at_utc,congestion_ratio,rolling_avg_txn_5,rolling_avg_txn_20,rolling_avg_gas_used_5,rolling_avg_gas_used_20,rolling_avg_base_fee_5,rolling_avg_base_fee_20,rolling_avg_congestion_5,rolling_avg_congestion_20,txn_change_1,gas_used_change_1,base_fee_change_1,txn_volatility_20,gas_used_volatility_20,base_fee_volatility_20,short_term_congestion_indicator,congestion_proxy_1h,congestion_proxy_24h,congestion_proxy_1h_window_blocks,congestion_proxy_24h_window_blocks,congestion_flag_high,congestion_flag_low,congestion_level,one_hour_high_congestion_flag,twenty_four_hour_high_congestion_flag,txn_momentum_5_20,gas_used_momentum_5_20,base_fee_momentum_5_20,congestion_momentum_5_20,utilization_trend_20,gas_used_to_recent_avg,txn_to_recent_avg,base_fee_to_recent_avg,base_fee_spike_flag,gas_used_spike_flag,txn_spike_flag,recent_reward_avg_20,recent_burnt_fees_avg_20,block_interval_seconds,hour_utc,day_of_week_utc,is_weekend_utc,target_next_block_number,target_next_gas_used,target_next_base_fee_gwei,target_next_congestion_ratio,target_next_congestion_flag_high
24886685,14120815,2026-04-15T17:23:23+00:00,1776273803,8 hrs ago,28800,1,5,333,Titan Builder,26059883,43.43,60000000,0.296,0.0106,0.007728,42.15,26,27,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.4343313833,627.6,498.5,41853158.4,45607666.85,0.2772,0.1562,0.69755264,0.7601982506,-21,3563066,-0.01,199.7149218,16845233.2,0.07886291904,0,0.5137451561,0.5090995257,300,2472,0,0,medium,0,0,129.1,-3754508.45,0.121,-0.06264561064,-0.3258668673,0.5713925925,0.668004012,1.895006402,1,0,0,0.022486,0.0071632,12,17,2,0,24886686,9729635,0.291,0.1621605833,0
24886686,14120816,2026-04-15T17:23:35+00:00,1776273815,8 hrs ago,28800,5,24,148,quasarbuilder,9729635,16.22,60000000,0.291,0.00334,0.002838,45.94,26,26,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.1621605833,514.4,501.25,31802760.4,45874283.3,0.2892,0.16645,0.5300460067,0.7646418581,-185,-16330248,-0.005,194.4209029,16221521.62,0.08231918063,0,0.5126892791,0.508959235,300,2473,0,1,low,0,0,13.15,-14071522.9,0.12275,-0.2345958515,-0.6024812748,0.2120934498,0.2952618454,1.748272755,1,0,0,0.022576,0.00728605,12,17,2,0,24886687,30581728,0.267,0.5096954667,0
24886687,14120817,2026-04-15T17:23:47+00:00,1776273827,8 hrs ago,28800,1,5,193,quasarbuilder,30581728,50.97,60000000,0.267,0.01823,0.008167,30.93,26,25,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.5096954667,339.2,495.2,25922959,46193023.9,0.2906,0.17595,0.4320493167,0.7699542015,45,20852093,-0.024,201.8926943,15851042.25,0.08241145248,0,0.512909109,0.5089595326,300,2474,0,0,medium,0,0,-156,-20270064.9,0.11465,-0.3379048848,-0.2602587348,0.6620421314,0.3897415186,1.517476556,1,0,0,0.022932,0.00760085,12,17,2,0,24886688,22348847,0.267,0.3724807833,0
24886688,14120818,2026-04-15T17:23:59+00:00,1776273839,8 hrs ago,28800,3,14,294,Titan Builder,22348847,37.25,60000000,0.267,0.01227,0.005983,32.78,26,24,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.3724807833,264.4,475.9,22243382,44312086.1,0.2854,0.18555,0.3707230333,0.7386052381,101,-8232881,0,201.7540334,16329663.21,0.08126775191,0,0.5134473485,0.5089043897,300,2475,0,1,low,0,0,-211.5,-22068704.1,0.09985,-0.3678822048,-0.3661244548,0.5043510466,0.6177768439,1.438965238,0,0,0,0.02194,0.0076738,12,17,2,0,24886689,25071707,0.259,0.4178617833,0
24886689,14120819,2026-04-15T17:24:11+00:00,1776273851,8 hrs ago,28800,0,0,282,Titan Builder,25071707,41.79,60000000,0.259,0.01167,0.006498,35.75,26,23,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.4178617833,250,469.25,22758360,44240631.95,0.276,0.1943,0.379306,0.7373927488,-12,2722860,-0.008,205.8030308,16410371.44,0.07925913197,0,0.513507253,0.5088676197,300,2476,0,0,medium,0,0,-219.25,-21482271.95,0.0817,-0.3580867488,-0.3195309655,0.5667122257,0.6009589771,1.332990221,0,0,0,0.021864,0.00788625,12,17,2,0,24886690,12812189,0.253,0.2137452127,0
24886690,14120820,2026-04-15T17:24:23+00:00,1776273863,8 hrs ago,28800,0,0,112,beaverbuild,12812189,21.37,59941408,0.253,0.01853,0.003252,14.93,26,22,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.2137452127,205.8,444.95,20108821.2,42211171.35,0.2674,0.2028,0.3351887659,0.7035787997,-170,-12259518,-0.006,217.5245906,17617404.67,0.07591218611,0,0.5118691042,0.5087484746,300,2477,0,1,low,0,0,-239.15,-22102350.15,0.0646,-0.3683900338,-0.489833587,0.3035260238,0.2517136757,1.247534517,0,0,0,0.022239,0.00782555,12,17,2,0,24886691,8480857,0.235,0.1416240834,0
24886691,14120821,2026-04-15T17:24:35+00:00,1776273875,8 hrs ago,28800,0,0,129,quasarbuilder,8480857,14.16,59882873,0.235,0.00411,0.001999,32.68,26,21,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.1416240834,202,434.55,19859065.6,40241966.7,0.2562,0.21,0.3310814659,0.6707725455,17,-4331332,-0.018,227.1945147,19020610.53,0.07167775108,0,0.5105812836,0.508600321,300,2478,0,1,low,0,0,-232.55,-20382901.1,0.0462,-0.3396910796,-0.5291484621,0.2107465836,0.2968588195,1.119047619,0,0,0,0.021345,0.0077058,12,17,2,0,24886692,32812451,0.214,0.5474092668,0
24886692,14120822,2026-04-15T17:24:47+00:00,1776273887,8 hrs ago,28800,6,29,479,Titan Builder,32812451,54.74,59941351,0.214,0.01947,0.00704,26.55,26,20,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.5474092668,259.2,440.5,20305210.2,40423790,0.2456,0.2158,0.3386242259,0.673829688,350,24331594,-0.021,226.7219663,18931129.2,0.06691531962,0,0.5106664792,0.5086159761,300,2479,0,0,medium,0,0,-181.3,-20118579.8,0.0298,-0.3352054621,-0.1264204212,0.8117113957,1.087400681,0.9916589435,0,0,0,0.021522,0.00791395,12,17,2,0,24886693,32149708,0.217,0.5358294847,0
24886693,14120823,2026-04-15T17:24:59+00:00,1776273899,8 hrs ago,28800,6,29,541,Titan Builder,32149708,53.58,59999886,0.217,0.01113,0.00698,38.52,26,19,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.5358294847,308.6,448.9,22265382.4,39554162.65,0.2356,0.22175,0.3712939662,0.6593359497,62,-662743,0.003,227.1772216,18891720.48,0.06122489281,0,0.5107757773,0.5086269493,300,2480,0,0,medium,0,0,-140.3,-17288780.25,0.01385,-0.2880419836,-0.123506465,0.8128021388,1.205168189,0.9785794814,0,0,0,0.021375,0.0080195,12,17,2,0,24886694,27767463,0.219,0.46279105,0
24886694,14120824,2026-04-15T17:25:11+00:00,1776273911,8 hrs ago,28800,0,0,267,Titan Builder,27767463,46.28,60000000,0.219,0.02566,0.006082,19.16,26,18,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.46279105,305.6,435.2,22804533.6,37943577.3,0.2276,0.2274,0.3802798195,0.6324928606,-274,-4382245,0.002,229.4603669,18449671.69,0.0552,0,0.5122565848,0.5086084746,300,2481,0,0,medium,0,0,-129.6,-15139043.7,0.0002,-0.2522130411,-0.1697018106,0.7318093068,0.6135110294,0.963060686,0,0,0,0.022221,0.00800485,12,17,2,0,24886695,14384801,0.217,0.2397466833,0
24886695,14120825,2026-04-15T17:25:23+00:00,1776273923,8 hrs ago,28800,7,33,169,0x954E078b...c0653fCB3,14384801,23.97,60000000,0.217,0.00383,0.003122,44.85,26,17,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.2397466833,317,425.45,23119056,36262012.8,0.2204,0.2323,0.3854801136,0.6044667856,-98,-13382662,-0.002,236.3189529,18980009.14,0.04940556649,0,0.5117228617,0.5085001499,300,2482,0,1,low,0,0,-108.45,-13142956.8,-0.0119,-0.2189866719,-0.3647201022,0.3966906382,0.3972264661,0.934136892,0,0,0,0.020172,0.0078739,12,17,2,0,24886696,40078203,0.202,0.66797005,0
24886696,14120826,2026-04-15T17:25:35+00:00,1776273935,8 hrs ago,28800,0,0,422,BuilderNet,40078203,66.8,60000000,0.202,0.02331,0.008132,25.86,26,16,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.66797005,375.6,417.75,29438525.2,35270906.55,0.2138,0.236,0.490749307,0.5878995549,253,25693402,-0.015,233.7834201,18222187.66,0.0439226593,0,0.5117894383,0.5085643746,300,2483,0,0,medium,0,0,-42.15,-5832381.35,-0.0222,-0.0971502479,0.08007049513,1.136296368,1.010173549,0.8559322034,0,0,0,0.0200765,0.0078955,12,17,2,0,24886697,8513192,0.211,0.1418865333,0
24886697,14120827,2026-04-15T17:25:47+00:00,1776273947,8 hrs ago,28800,0,0,69,MEV Builder: 0xd87f...d96,8513192,14.19,60000000,0.211,0.00266,0.0018,40.33,26,15,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.1418865333,293.6,392.95,24578673.4,32697125.7,0.2132,0.23935,0.4096447603,0.5450031599,-353,-31565011,0.009,242.9749936,18184438.53,0.03906440195,0,0.5101830725,0.5084167587,300,2484,0,1,low,0,0,-99.35,-8118452.3,-0.02615,-0.1353583996,-0.4031166265,0.2603651489,0.1755948594,0.8815542093,0,0,0,0.0184155,0.0075518,12,17,2,0,24886698,59998857,0.192,0.99998095,1
24886698,14120828,2026-04-15T17:25:59+00:00,1776273959,8 hrs ago,28800,13,62,867,Titan Builder,59998857,100,60000000,0.192,0.07855,0.011549,12.82,26,14,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.99998095,358.8,408.2,30148503.2,32697901.9,0.2082,0.24085,0.5024750533,0.5450160965,798,51485665,-0.019,261.9380843,18185603.52,0.03656128417,0,0.5118093769,0.5086145713,300,2485,1,0,high,0,0,-49.4,-2549398.7,-0.03265,-0.04254104321,0.4549648535,1.834945165,2.123958844,0.797176666,0,1,1,0.0214165,0.0076414,12,17,2,0,24886699,23270925,0.216,0.38784875,0
24886699,14120829,2026-04-15T17:26:11+00:00,1776273971,8 hrs ago,28800,6,29,189,Titan Builder,23270925,38.78,60000000,0.216,0.04702,0.005039,9.68,26,13,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.38784875,343.2,389.2,29249195.6,30862320.35,0.2076,0.24255,0.4874865933,0.5144230707,-678,-36727932,0.024,263.3631713,17162971.56,0.03451879923,0,0.5106676206,0.5085659929,300,2486,0,1,low,0,0,-46,-1613124.75,-0.03495,-0.02693647738,-0.1265743207,0.7540238302,0.4856115108,0.8905380334,0,0,0,0.0201405,0.0073446,12,17,2,0,24886700,31759824,0.21,0.5298478141,0
24886700,14120830,2026-04-15T17:26:23+00:00,1776273983,8 hrs ago,28800,2,10,347,BuilderNet,31759824,52.98,59941408,0.21,0.01399,0.006685,32.32,26,12,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.5298478141,378.8,382.3,32724200.2,29451308.95,0.2062,0.2428,0.5455068195,0.4909320847,158,8488899,-0.006,262.5694384,15818495.52,0.03426309968,0,0.5121703425,0.5085745501,300,2487,0,0,medium,0,0,-3.5,3272891.25,-0.0366,0.05457473473,0.0389157293,1.078384124,0.9076641381,0.8649093904,0,0,0,0.0196895,0.00706155,12,17,2,0,24886701,19842197,0.212,0.3313501174,0
24886701,14120831,2026-04-15T17:26:35+00:00,1776273995,8 hrs ago,28800,0,0,187,Titan Builder,19842197,33.14,59882873,0.212,0.00834,0.004207,33.52,26,11,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.3313501174,331.8,355.95,28676999,27444337.55,0.2082,0.24185,0.478182833,0.4575149031,-160,-11917627,0.002,254.2719951,14290157.73,0.03483572161,0,0.5100471438,0.5085033184,300,2488,0,1,low,0,0,-24.15,1232661.45,-0.03365,0.02066792984,-0.1261647857,0.7229978484,0.5253546846,0.8765763903,0,0,0,0.018342,0.0065775,12,17,2,0,24886702,18038757,0.203,0.3015284484,0
24886702,14120832,2026-04-15T17:26:47+00:00,1776274007,8 hrs ago,28800,0,0,111,Titan Builder,18038757,30.15,59824395,0.203,0.00744,0.003664,32.99,26,10,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.3015284484,340.2,308.05,30582112,25347238.65,0.2066,0.239,0.510111216,0.4226073797,-76,-1803440,-0.009,199.8445583,12300535.5,0.03555840266,0,0.5103149436,0.5084201626,300,2489,0,1,low,0,0,32.15,5234873.35,-0.0324,0.08750383627,-0.1210789313,0.7116655684,0.3603311151,0.8493723849,0,0,0,0.017423,0.00597955,12,17,2,0,24886703,42128091,0.193,0.7035088497,0
24886703,14120833,2026-04-15T17:26:59+00:00,1776274019,8 hrs ago,28800,5,24,611,BuilderNet,42128091,70.35,59882816,0.193,0.0111,0.008132,42.28,26,9,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.7035088497,289,305.2,27007958.8,25416306.6,0.2068,0.234,0.4508167959,0.4238272122,500,24089334,-0.01,195.039637,12390360.52,0.03463235481,0,0.5111894569,0.5084985115,300,2490,0,0,medium,0,0,-16.2,1591652.2,-0.0272,0.02698958372,0.2796816375,1.657522144,2.001965924,0.8247863248,0,1,1,0.017347,0.0057892,12,17,2,0,24886704,34148673,0.202,0.5697019654,0
24886704,14120834,2026-04-15T17:27:11+00:00,1776274031,8 hrs ago,28800,6,29,454,quasarbuilder,34148673,56.97,59941294,0.202,0.00779,0.006927,47.05,26,8,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.5697019654,342,310.2,29183508.4,25998899.4,0.204,0.2288,0.487187439,0.433564963,-157,-7979418,0.009,197.4929366,12512719.91,0.03105414626,0,0.5121874924,0.5085230813,300,2491,0,0,medium,0,0,31.8,3184609,-0.0248,0.05362247603,0.1361370024,1.3134661,1.463571889,0.8828671329,0,1,0,0.016952,0.0057912,12,17,2,0,24886705,34946489,0.206,0.5824431433,0
24886705,14120835,2026-04-15T17:27:23+00:00,1776274043,8 hrs ago,28800,5,24,386,Titan Builder,34946489,58.24,59999829,0.206,0.01668,0.007212,30.18,26,7,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.5824431433,349.8,312.85,29820841.4,26443229.7,0.2032,0.2243,0.4977065048,0.440970551,-68,797816,0.004,198.1356291,12663866.4,0.02728204538,0,0.5108007446,0.5085527442,300,2492,0,0,medium,0,0,36.95,3377611.7,-0.0211,0.05673595388,0.1414725923,1.321566594,1.233818124,0.9184128399,0,1,0,0.017256,0.0057654,12,17,2,0,24886706,29517400,0.21,0.4924389532,0
24886706,14120836,2026-04-15T17:27:35+00:00,1776274055,8 hrs ago,28800,6,29,150,Titan Builder,29517400,49.24,59941237,0.21,0.26362,0.006217,2.3,26,6,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.4924389532,342.4,312.95,31755882,27432617.95,0.2028,0.22025,0.529924272,0.4574844694,-236,-5429089,0.004,198.0528907,12078904.62,0.02270875382,0,0.5107676073,0.5085462806,300,2493,0,0,medium,0,0,29.45,4323264.05,-0.01745,0.07243980254,0.03495448372,1.075996467,0.4793097939,0.953461975,0,0,0,0.03027,0.00593435,12,17,2,0,24886707,54662618,0.21,0.9110470953,1
24886707,14120837,2026-04-15T17:27:47+00:00,1776274067,8 hrs ago,28800,1,5,382,Titan Builder,54662618,91.1,59999772,0.21,0.0639,0.011492,15.24,26,5,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.9110470953,396.6,322.4,39080654.2,28636662.45,0.2042,0.2174,0.6518280014,0.4775520509,232,25145218,0,196.607833,13454665.14,0.02008830506,0,0.5122102684,0.5087076683,300,2494,1,0,high,0,0,74.2,10443991.75,-0.0132,0.1742759505,0.4334950444,1.908833409,1.184863524,0.9659613615,0,1,0,0.0325535,0.0061006,12,17,2,0,24886708,22690058,0.231,0.3781676333,0
24886708,14120838,2026-04-15T17:27:59+00:00,1776274079,8 hrs ago,28800,5,24,129,Titan Builder,22690058,37.82,60000000,0.231,0.03441,0.005261,13.26,26,4,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.3781676333,300.2,314.15,35193047.6,28653723,0.2118,0.2156,0.5867597581,0.4778363934,-253,-31972560,0.021,201.0383732,13446895.44,0.01692749243,0,0.5113467638,0.5086553476,300,2495,0,1,low,0,0,-13.95,6539324.6,-0.0038,0.1089233647,-0.09966876005,0.7918711994,0.4106318638,1.071428571,0,0,0,0.0336605,0.0060645,12,17,2,0,24886709,13079405,0.224,0.218203166,0
24886709,14120839,2026-04-15T17:28:11+00:00,1776274091,8 hrs ago,28800,0,0,47,Titan Builder,13079405,21.82,59941408,0.224,0.00046,0.00294,86.29,26,3,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.218203166,218.8,302.4,30979194,28054107.9,0.2162,0.21385,0.5164599982,0.4678534625,-82,-9610653,-0.007,209.2728841,13854453.65,0.01388623419,0,0.5104899608,0.5085389806,300,2496,0,1,low,0,0,-83.6,2925086.1,0.00235,0.04860653571,-0.2496502965,0.4662206707,0.1554232804,1.047463175,0,0,0,0.0331,0.0058866,12,17,2,0,24886710,52939378,0.208,0.8823238049,1
24886710,14120840,2026-04-15T17:28:23+00:00,1776274103,8 hrs ago,28800,4,19,510,BuilderNet,52939378,88.23,59999943,0.208,0.03274,0.011061,25.25,26,2,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.8823238049,243.6,322.3,34577771.8,30060467.35,0.2166,0.2116,0.5764361305,0.5012823921,463,39859973,-0.016,209.1444716,14396820.36,0.01062261738,0,0.5115868857,0.5086886741,300,2497,1,0,high,0,0,-78.7,4517304.45,0.005,0.07515373841,0.3810414127,1.761096306,1.582376668,0.9829867675,0,1,1,0.0338105,0.00627705,12,17,2,0,24886711,50972816,0.228,0.8495469333,1
24886711,14120841,2026-04-15T17:28:35+00:00,1776274115,8 hrs ago,28800,17,81,394,Titan Builder,50972816,84.95,60000000,0.228,0.01808,0.011668,39.21,26,1,https://etherscan.io/blocks?ps=100&p=26,2026-04-16T01:50:50+00:00,0.8495469333,292.4,335.55,38868855,32185065.3,0.2202,0.21125,0.6478577266,0.5366785346,-116,-1966562,0.02,204.8283367,14189321.94,0.009939190108,0,0.5121762213,0.5088251266,300,2498,1,0,high,0,0,-43.15,6683789.7,0.00895,0.1111791919,0.3128683987,1.583741264,1.174191626,1.079289941,0,1,0,0.034509,0.0067605,12,17,2,0,24886712,29687390,0.248,0.4947898333,0
24886712,14120842,2026-04-15T17:28:47+00:00,1776274127,8 hrs ago,28800,6,29,271,Titan Builder,29687390,49.48,60000000,0.248,0.03959,0.00739,15.73,25,100,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00,0.4947898333,270.2,325.15,33873809.4,32028812.25,0.2278,0.21295,0.5646062742,0.5340475629,-123,-21285426,0.02,202.5485806,14198756.31,0.01276900544,0,0.5115913125,0.5088195102,300,2499,0,0,medium,0,0,-54.95,1844997.15,0.01485,0.03055871122,-0.03925772962,0.9268963759,0.8334614793,1.164592627,0,0,0,0.035515,0.006778,12,17,2,0,24886713,19108356,0.248,0.3184726,0
24886713,14120843,2026-04-15T17:28:59+00:00,1776274139,8 hrs ago,28800,5,24,140,Titan Builder,19108356,31.85,60000000,0.248,0.01728,0.00475,21.56,25,99,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00,0.3184726,272.4,305.1,33157469,31376744.65,0.2312,0.2145,0.5526672675,0.5231797187,-131,-10579034,0,200.0209739,14475001.46,0.01487447478,0,0.51121442,0.5087433715,300,2500,0,1,low,0,0,-32.7,1780724.35,0.0167,0.0294875488,-0.2047071187,0.6089974028,0.4588659456,1.156177156,0,0,0,0.0358225,0.0066665,12,17,2,0,24886714,28317663,0.237,0.47196105,0
24886714,14120844,2026-04-15T17:29:11+00:00,1776274151,8 hrs ago,28800,4,19,206,Titan Builder,28317663,47.2,60000000,0.237,0.01171,0.00672,36.46,25,98,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00,0.47196105,304.2,302.05,36205120.6,31404254.65,0.2338,0.2154,0.6034188443,0.5236382187,66,9209307,-0.011,201.0411587,14468637.24,0.01564416824,0,0.5115472906,0.5087286644,300,2501,0,0,medium,0,0,2.15,4800865.95,0.0184,0.0797806256,-0.05167716871,0.9017142204,0.6820062903,1.100278552,0,0,0,0.035125,0.0066984,12,17,2,0,24886715,13770470,0.235,0.2295078333,0
24886715,14120845,2026-04-15T17:29:23+00:00,1776274163,8 hrs ago,28800,1,5,104,beaverbuild,13770470,22.95,60000000,0.235,0.00894,0.003245,26.61,25,97,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00,0.2295078333,223,298.8,28371339,31373538.1,0.2392,0.2163,0.47285565,0.5231262762,-102,-14547193,-0.002,203.673906,14505342.05,0.01621758305,0,0.5113480062,0.5086170654,300,2502,0,1,low,0,0,-75.8,-3002199.1,0.0229,-0.05027062621,-0.2936184429,0.4389198934,0.3480589023,1.086453999,0,0,0,0.0353805,0.00670455,12,17,2,0,24886716,5405739,0.219,0.09009565,0
24886716,14120846,2026-04-15T17:29:35+00:00,1776274175,8 hrs ago,28800,10,48,64,quasarbuilder,5405739,9.01,60000000,0.219,0.00385,0.001188,23.53,25,96,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00,0.09009565,157,280.9,19257923.6,29639914.9,0.2374,0.21715,0.3209653933,0.4942325562,-40,-8364731,-0.016,207.7505475,15405429.84,0.01588796714,0,0.5093334553,0.5084498575,300,2503,0,1,low,0,0,-123.9,-10381991.3,0.02025,-0.1732671629,-0.4041369062,0.1823803819,0.2278390886,1.008519457,0,0,0,0.0344075,0.00635735,12,17,2,0,24886717,48727656,0.197,0.8121276,1
24886717,14120847,2026-04-15T17:29:47+00:00,1776274187,8 hrs ago,28800,4,19,596,quasarbuilder,48727656,81.21,60000000,0.197,0.01188,0.009609,44.7,25,95,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00,0.8121276,222,307.25,23065976.8,31650638.1,0.2272,0.21645,0.3844329467,0.5277446095,532,43321917,-0.022,212.5683125,15138838.56,0.01644224741,0,0.5096007334,0.5085711345,300,2504,1,0,high,0,0,-85.25,-8584661.3,0.01075,-0.1433116629,0.2843829905,1.53954735,1.939788446,0.9101409101,0,1,1,0.0348685,0.0067478,12,17,2,0,24886718,38586082,0.212,0.6431013667,0
24886718,14120848,2026-04-15T17:29:59+00:00,1776274199,8 hrs ago,28800,3,14,349,Titan Builder,38586082,64.31,60000000,0.212,0.01899,0.008203,30.16,25,94,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00,0.6431013667,263.8,281.35,26961522,30579999.35,0.22,0.21745,0.4493587,0.5099006304,-247,-10141574,0.015,170.1047545,13793553.16,0.01550636966,0,0.510131965,0.5086248392,300,2505,0,0,medium,0,0,-17.55,-3618477.35,0.00255,-0.06054193038,0.1332007363,1.26180781,1.240447841,0.9749367671,0,1,0,0.0318905,0.0065805,12,17,2,0,24886719,38902060,0.22,0.6483676667,0
24886719,14120849,2026-04-15T17:30:11+00:00,1776274211,8 hrs ago,28800,0,0,448,Titan Builder,38902060,64.84,60000000,0.22,0.0156,0.008566,35.44,25,93,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00,0.6483676667,312.2,294.3,29078401.4,31361556.1,0.2166,0.21765,0.4846400233,0.5229265762,99,315978,0.008,172.4242152,13800108.12,0.01551217264,0,0.5107279794,0.5086806025,300,2506,0,0,medium,0,0,17.9,-2283154.7,-0.00105,-0.03828655288,0.1254410905,1.240437811,1.522256201,1.010797151,0,0,1,0.0303195,0.00675685,12,17,2,0,24886720,8273315,0.228,0.1378885833,0
24886720,14120850,2026-04-15T17:30:23+00:00,1776274223,8 hrs ago,28800,5,24,124,0xee6d...75d,8273315,13.79,60000000,0.228,0.00248,0.001889,43.18,25,92,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00,0.1378885833,316.2,283.15,27978970.4,30187230.65,0.2152,0.21855,0.4663161733,0.5033286147,-324,-30628745,0.008,175.8323847,14687047.25,0.0155643021,0,0.509160835,0.5085326998,300,2507,0,1,low,0,0,33.05,-2208260.25,-0.00335,-0.03701244134,-0.3654400313,0.2740667104,0.4379304256,1.043239533,0,0,0,0.029744,0.00651705,12,17,2,0,24886721,29966751,0.207,0.49944585,0
24886721,14120851,2026-04-15T17:30:35+00:00,1776274235,8 hrs ago,28800,0,0,315,Titan Builder,29966751,49.94,60000000,0.207,0.0093,0.006224,40.08,25,91,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00,0.49944585,366.4,289.55,32891172.8,30693458.35,0.2128,0.2183,0.5481862133,0.5117334013,191,21693436,-0.021,174.5409622,14494983.1,0.01570700481,0,0.5094892348,0.5085290767,300,2508,0,0,medium,0,0,76.85,2197714.45,-0.0055,0.03645281203,-0.01228755131,0.9763237058,1.087895009,0.948236372,0,0,0,0.029792,0.0066179,12,17,2,0,24886722,32896782,0.207,0.5482797,0
24886722,14120852,2026-04-15T17:30:47+00:00,1776274247,8 hrs ago,28800,4,19,340,Titan Builder,32896782,54.83,60000000,0.207,0.01386,0.006831,33.01,25,90,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00,0.5482797,315.2,301,29724998,31436359.6,0.2148,0.2185,0.4954166333,0.5240709639,25,2930031,0,169.9020306,14205220.56,0.01553544335,0,0.5095844393,0.5085449199,300,2509,0,0,medium,0,0,14.2,-1711361.6,-0.0037,-0.02865433055,0.02420873611,1.046456473,1.129568106,0.9473684211,0,0,0,0.030113,0.00677625,12,17,2,0,24886723,21458174,0.21,0.3576362333,0
24886723,14120853,2026-04-15T17:30:59+00:00,1776274259,8 hrs ago,28800,10,48,245,BuilderNet,21458174,35.76,60000000,0.21,0.00873,0.00451,34.06,25,89,https://etherscan.io/blocks?ps=100&p=25,2026-04-16T01:50:49+00:00,0.3576362333,294.4,282.7,26299416.4,30402863.75,0.2144,0.21935,0.4383236067,0.5067773331,-95,-11438608,0.003,154.5432302,14141525.05,0.01455085908,0,0.5087309692,0.5084847969,300,2510,0,1,low,0,0,11.7,-4103447.35,-0.00495,-0.0684537264,-0.1491410997,0.7057944994,0.8666430845,0.9573740597,0,0,0,0.0299945,0.00659515,12,17,2,0,24886724,11401546,0.202,0.1900257667,0
